TableName,FieldName,Position
HSE_INCIDENT_TYPE,INCIDENT_SET_ID,1
HSE_INCIDENT_TYPE,INCIDENT_TYPE_ID,2
HSE_INCIDENT_TYPE_ALIAS,INCIDENT_SET_ID,1
HSE_INCIDENT_TYPE_ALIAS,INCIDENT_TYPE_ID,2
HSE_INCIDENT_TYPE_ALIAS,INCIDENT_ALIAS_ID,3
HSE_INCIDENT_WEATHER,INCIDENT_ID,1
HSE_INCIDENT_WEATHER,WEATHER_OBS_NO,2
INSTRUMENT,INSTRUMENT_ID,1
INSTRUMENT_AREA,INSTRUMENT_ID,1
INSTRUMENT_AREA,AREA_ID,2
INSTRUMENT_AREA,AREA_TYPE,3
INSTRUMENT_COMPONENT,INSTRUMENT_ID,1
INSTRUMENT_COMPONENT,COMPONENT_OBS_NO,2
INSTRUMENT_DETAIL,INSTRUMENT_ID,1
INSTRUMENT_DETAIL,DETAIL_ID,2
INSTRUMENT_XREF,INSTRUMENT_ID,1
INSTRUMENT_XREF,PARENT_INSTRUMENT_ID,2
INTEREST_SET,INTEREST_SET_ID,1
INTEREST_SET,INTEREST_SET_SEQ_NO,2
INT_SET_COMPONENT,INTEREST_SET_ID,1
INT_SET_COMPONENT,INTEREST_SET_SEQ_NO,2
INT_SET_COMPONENT,COMPONENT_OBS_NO,3
INT_SET_PARTNER,INTEREST_SET_ID,1
INT_SET_PARTNER,INTEREST_SET_SEQ_NO,2
INT_SET_PARTNER,PARTNER_BA_ID,3
INT_SET_PARTNER_CONT,INTEREST_SET_ID,1
INT_SET_PARTNER_CONT,INTEREST_SET_SEQ_NO,2
INT_SET_PARTNER_CONT,PARTNER_BA_ID,3
INT_SET_PARTNER_CONT,CONTACT_BA_ID,4
INT_SET_PARTNER_CONT,CONTACT_ID,5
INT_SET_PARTNER_CONT,CONTACT_OBS_NO,6
INT_SET_STATUS,INTEREST_SET_ID,1
INT_SET_STATUS,INTEREST_SET_SEQ_NO,2
INT_SET_STATUS,STATUS_OBS_NO,3
INT_SET_XREF,INTEREST_SET_ID,1
INT_SET_XREF,INTEREST_SET_SEQ_NO,2
INT_SET_XREF,INTEREST_SET_ID_2,3
INT_SET_XREF,INTEREST_SET_SEQ_NO_2,4
INT_SET_XREF,INT_SET_XREF_OBS_NO,5
LAND_AGREEMENT,LAND_RIGHT_ID,1
LAND_AGREEMENT,LAND_RIGHT_TYPE,2
LAND_AGREE_PART,LAND_RIGHT_ID,1
LAND_AGREE_PART,LAND_RIGHT_TYPE,2
LAND_ALIAS,LAND_RIGHT_ID,1
LAND_ALIAS,LAND_RIGHT_TYPE,2
LAND_ALIAS,LR_ALIAS_ID,3
LAND_AREA,LAND_RIGHT_ID,1
LAND_AREA,LAND_RIGHT_TYPE,2
LAND_AREA,AREA_ID,3
LAND_AREA,AREA_TYPE,4
LAND_BA_SERVICE,LAND_RIGHT_ID,1
LAND_BA_SERVICE,LAND_RIGHT_TYPE,2
LAND_BA_SERVICE,PROVIDED_BY,3
LAND_BA_SERVICE,SERVICE_SEQ_NO,4
LAND_OCCUPANT,LAND_RIGHT_ID,1
LAND_OCCUPANT,LAND_RIGHT_TYPE,2
LAND_OCCUPANT,BUSINESS_ASSOCIATE,3
LAND_OCCUPANT,OCCUPANCY_SEQ_NO,4
LAND_REMARK,LAND_RIGHT_ID,1
LAND_REMARK,LAND_RIGHT_TYPE,2
LAND_REMARK,REMARK_ID,3
LAND_REMARK,REMARK_SEQ_NO,4
LAND_RIGHT,LAND_RIGHT_ID,1
LAND_RIGHT,LAND_RIGHT_TYPE,2
LAND_RIGHT_APPLIC,LAND_RIGHT_ID,1
LAND_RIGHT_APPLIC,LAND_RIGHT_TYPE,2
LAND_RIGHT_APPLIC,APPLICATION_ID,3
LAND_RIGHT_BA_LIC,LAND_RIGHT_ID,1
LAND_RIGHT_BA_LIC,LAND_RIGHT_TYPE,2
LAND_RIGHT_BA_LIC,LICENSEE_BA_ID,3
LAND_RIGHT_BA_LIC,LICENSE_ID,4
LAND_RIGHT_COMPONENT,LAND_RIGHT_ID,1
LAND_RIGHT_COMPONENT,LAND_RIGHT_TYPE,2
LAND_RIGHT_COMPONENT,COMPONENT_OBS_NO,3
LAND_RIGHT_FACILITY,LAND_RIGHT_ID,1
LAND_RIGHT_FACILITY,LAND_RIGHT_TYPE,2
LAND_RIGHT_FACILITY,FACILITY_ID,3
LAND_RIGHT_FACILITY,FACILITY_TYPE,4
LAND_RIGHT_FIELD,LAND_RIGHT_ID,1
LAND_RIGHT_FIELD,LAND_RIGHT_TYPE,2
LAND_RIGHT_FIELD,FIELD_ID,3
LAND_RIGHT_INSTRUMENT,LAND_RIGHT_ID,1
LAND_RIGHT_INSTRUMENT,LAND_RIGHT_TYPE,2
LAND_RIGHT_INSTRUMENT,INSTRUMENT_ID,3
LAND_RIGHT_INSTRUMENT,LR_INST_SEQ_NO,4
LAND_RIGHT_POOL,LAND_RIGHT_ID,1
LAND_RIGHT_POOL,LAND_RIGHT_TYPE,2
LAND_RIGHT_POOL,POOL_ID,3
LAND_RIGHT_POOL,OBS_NO,4
LAND_RIGHT_REST,LAND_RIGHT_ID,1
LAND_RIGHT_REST,LAND_RIGHT_TYPE,2
LAND_RIGHT_REST,RESTRICTION_ID,3
LAND_RIGHT_REST,RESTRICTION_VERSION,4
LAND_RIGHT_REST_REM,LAND_RIGHT_ID,1
LAND_RIGHT_REST_REM,LAND_RIGHT_TYPE,2
LAND_RIGHT_REST_REM,RESTRICTION_ID,3
LAND_RIGHT_REST_REM,RESTRICTION_VERSION,4
LAND_RIGHT_REST_REM,REMARK_ID,5
LAND_RIGHT_REST_REM,REMARK_SEQ_NO,6
LAND_RIGHT_WELL,UWI,1
LAND_RIGHT_WELL,LAND_RIGHT_ID,2
LAND_RIGHT_WELL,LAND_RIGHT_TYPE,3
LAND_RIGHT_WELL,LR_WELL_SEQ_NO,4
LAND_RIGHT_WELL_SUBST,UWI,1
LAND_RIGHT_WELL_SUBST,LAND_RIGHT_ID,2
LAND_RIGHT_WELL_SUBST,LAND_RIGHT_TYPE,3
LAND_RIGHT_WELL_SUBST,LR_WELL_SEQ_NO,4
LAND_RIGHT_WELL_SUBST,SUBSTANCE,5
LAND_SALE,JURISDICTION,1
LAND_SALE,LAND_SALE_NUMBER,2
LAND_SALE_BA_SERVICE,JURISDICTION,1
LAND_SALE_BA_SERVICE,LAND_SALE_NUMBER,2
LAND_SALE_BA_SERVICE,LAND_SALE_OFFERING_ID,3
LAND_SALE_BA_SERVICE,PROVIDED_BY,4
LAND_SALE_BA_SERVICE,SERVICE_SEQ_NO,5
LAND_SALE_BID,JURISDICTION,1
LAND_SALE_BID,LAND_SALE_NUMBER,2
LAND_SALE_BID,LAND_SALE_OFFERING_ID,3
LAND_SALE_BID,LAND_OFFERING_BID_ID,4
LAND_SALE_BID_SET,LAND_SALE_BID_SET_ID,1
LAND_SALE_BID_SET_BID,LAND_SALE_BID_SET_ID,1
LAND_SALE_BID_SET_BID,JURISDICTION,2
LAND_SALE_BID_SET_BID,LAND_SALE_NUMBER,3
LAND_SALE_BID_SET_BID,LAND_SALE_OFFERING_ID,4
LAND_SALE_BID_SET_BID,LAND_OFFERING_BID_ID,5
LAND_SALE_FEE,JURISDICTION,1
LAND_SALE_FEE,LAND_SALE_NUMBER,2
LAND_SALE_FEE,RATE_SCHEDULE_ID,3
LAND_SALE_OFFERING,JURISDICTION,1
LAND_SALE_OFFERING,LAND_SALE_NUMBER,2
LAND_SALE_OFFERING,LAND_SALE_OFFERING_ID,3
LAND_SALE_OFFERING_AREA,JURISDICTION,1
LAND_SALE_OFFERING_AREA,LAND_SALE_NUMBER,2
LAND_SALE_OFFERING_AREA,LAND_SALE_OFFERING_ID,3
LAND_SALE_OFFERING_AREA,AREA_ID,4
LAND_SALE_OFFERING_AREA,AREA_TYPE,5
LAND_SALE_REQUEST,LAND_REQUEST_ID,1
LAND_SALE_RESTRICTION,RESTRICTION_ID,1
LAND_SALE_RESTRICTION,RESTRICTION_VERSION,2
LAND_SALE_RESTRICTION,JURISDICTION,3
LAND_SALE_RESTRICTION,LAND_SALE_NUMBER,4
LAND_SALE_RESTRICTION,LAND_SALE_OFFERING_ID,5
LAND_SALE_REST_REMARK,RESTRICTION_ID,1
LAND_SALE_REST_REMARK,RESTRICTION_VERSION,2
LAND_SALE_REST_REMARK,JURISDICTION,3
LAND_SALE_REST_REMARK,LAND_SALE_NUMBER,4
LAND_SALE_REST_REMARK,LAND_SALE_OFFERING_ID,5
LAND_SALE_REST_REMARK,RESTRICTION_REMARK_ID,6
LAND_SALE_WORK_BID,JURISDICTION,1
LAND_SALE_WORK_BID,LAND_SALE_NUMBER,2
LAND_SALE_WORK_BID,LAND_SALE_OFFERING_ID,3
LAND_SALE_WORK_BID,LAND_OFFERING_BID_ID,4
LAND_SALE_WORK_BID,WORK_BID_ID,5
LAND_SIZE,LAND_RIGHT_ID,1
LAND_SIZE,LAND_RIGHT_TYPE,2
LAND_SIZE,SIZE_TYPE,3
LAND_SIZE,SIZE_SEQ_NO,4
LAND_STATUS,LAND_RIGHT_ID,1
LAND_STATUS,LAND_RIGHT_TYPE,2
LAND_STATUS,STATUS_TYPE,3
LAND_STATUS,LAND_RIGHT_STATUS,4
LAND_STATUS,STATUS_SEQ_NO,5
LAND_TERMINATION,LR_TERMINATION_ID,1
LAND_TERMINATION,LR_TERMINATION_SEQ_NO,2
LAND_TITLE,LAND_RIGHT_ID,1
LAND_TITLE,LAND_RIGHT_TYPE,2
LAND_TRACT_FACTOR,LAND_RIGHT_ID,1
LAND_TRACT_FACTOR,LAND_RIGHT_TYPE,2
LAND_TRACT_FACTOR,TRACT_FACTOR_OBS_NO,3
LAND_UNIT,LAND_RIGHT_ID,1
LAND_UNIT,LAND_RIGHT_TYPE,2
LAND_UNIT_TRACT,LAND_RIGHT_ID,1
LAND_UNIT_TRACT,LAND_RIGHT_TYPE,2
LAND_XREF,PARENT_LAND_RIGHT_ID,1
LAND_XREF,PARENT_LAND_RIGHT_TYPE,2
LAND_XREF,CHILD_LAND_RIGHT_ID,3
LAND_XREF,CHILD_LAND_RIGHT_TYPE,4
LAND_XREF,LR_XREF_SEQ_NO,5
LEGAL_CARTER_LOC,LEGAL_CARTER_LOC,1
LEGAL_CARTER_LOC,LOCATION_TYPE,2
LEGAL_CARTER_LOC,SOURCE,3
LEGAL_CONGRESS_LOC,LEGAL_CONGRESS_LOC,1
LEGAL_CONGRESS_LOC,LOCATION_TYPE,2
LEGAL_CONGRESS_LOC,SOURCE,3
LEGAL_DLS_LOC,LEGAL_DLS_LOC,1
LEGAL_DLS_LOC,LOCATION_TYPE,2
LEGAL_DLS_LOC,SOURCE,3
LEGAL_FPS_LOC,LEGAL_FPS_LOC,1
LEGAL_FPS_LOC,LOCATION_TYPE,2
LEGAL_FPS_LOC,SOURCE,3
LEGAL_GEODETIC_LOC,LEGAL_GEODETIC_LOC,1
LEGAL_GEODETIC_LOC,LOCATION_TYPE,2
LEGAL_GEODETIC_LOC,SOURCE,3
LEGAL_LOC_REMARK,LEGAL_LOC_REMARK,1
LEGAL_LOC_REMARK,LOCATION_TYPE,2
LEGAL_LOC_REMARK,SOURCE,3
LEGAL_LOC_REMARK,REMARK_SEQ_NO,4
LEGAL_NE_LOC,LEGAL_NE_LOC,1
LEGAL_NE_LOC,LOCATION_TYPE,2
LEGAL_NE_LOC,SOURCE,3
LEGAL_NORTH_SEA_LOC,LEGAL_NORTH_SEA_LOC,1
LEGAL_NORTH_SEA_LOC,LOCATION_TYPE,2
LEGAL_NORTH_SEA_LOC,SOURCE,3
LEGAL_NTS_LOC,LEGAL_NTS_LOC,1
LEGAL_NTS_LOC,LOCATION_TYPE,2
LEGAL_NTS_LOC,SOURCE,3
LEGAL_OFFSHORE_LOC,LEGAL_OFFSHORE_LOC,1
LEGAL_OFFSHORE_LOC,LOCATION_TYPE,2
LEGAL_OFFSHORE_LOC,SOURCE,3
LEGAL_OHIO_LOC,LEGAL_OHIO_LOC,1
LEGAL_OHIO_LOC,LOCATION_TYPE,2
LEGAL_OHIO_LOC,SOURCE,3
LEGAL_TEXAS_LOC,LEGAL_TEXAS_LOC,1
LEGAL_TEXAS_LOC,LOCATION_TYPE,2
LEGAL_TEXAS_LOC,SOURCE,3
LITH_COMPONENT,LITHOLOGY_LOG_ID,1
LITH_COMPONENT,LITH_LOG_SOURCE,2
LITH_COMPONENT,DEPTH_OBS_NO,3
LITH_COMPONENT,ROCK_TYPE,4
LITH_COMPONENT,ROCK_TYPE_OBS_NO,5
LITH_COMPONENT,COMPONENT_NAME,6
LITH_COMPONENT_COLOR,LITHOLOGY_LOG_ID,1
LITH_COMPONENT_COLOR,LITH_LOG_SOURCE,2
LITH_COMPONENT_COLOR,DEPTH_OBS_NO,3
LITH_COMPONENT_COLOR,ROCK_TYPE,4
LITH_COMPONENT_COLOR,ROCK_TYPE_OBS_NO,5
LITH_COMPONENT_COLOR,COMPONENT_NAME,6
LITH_COMPONENT_COLOR,BASIC_COLOR,7
LITH_COMP_GRAIN_SIZE,LITHOLOGY_LOG_ID,1
LITH_COMP_GRAIN_SIZE,LITH_LOG_SOURCE,2
LITH_COMP_GRAIN_SIZE,DEPTH_OBS_NO,3
LITH_COMP_GRAIN_SIZE,SCALE_SCHEME,4
LITH_COMP_GRAIN_SIZE,ROCK_TYPE,5
LITH_COMP_GRAIN_SIZE,ROCK_TYPE_OBS_NO,6
LITH_COMP_GRAIN_SIZE,COMPONENT_NAME,7
LITH_COMP_GRAIN_SIZE,GRAIN_SIZE,8
LITH_DEP_ENV_INT,LITHOLOGY_LOG_ID,1
LITH_DEP_ENV_INT,LITH_LOG_SOURCE,2
LITH_DEP_ENV_INT,DEPTH_OBS_NO,3
LITH_DESC_OTHER,LITH_SAMPLE_ID,1
LITH_DESC_OTHER,DESCRIPTION_ID,2
LITH_DIAGENESIS,LITHOLOGY_LOG_ID,1
LITH_DIAGENESIS,LITH_LOG_SOURCE,2
LITH_DIAGENESIS,DEPTH_OBS_NO,3
LITH_DIAGENESIS,ROCK_TYPE,4
LITH_DIAGENESIS,ROCK_TYPE_OBS_NO,5
LITH_DIAGENESIS,DIAGENESIS_TYPE,6
LITH_GRAIN_SIZE,LITHOLOGY_LOG_ID,1
LITH_GRAIN_SIZE,LITH_LOG_SOURCE,2
LITH_GRAIN_SIZE,DEPTH_OBS_NO,3
LITH_GRAIN_SIZE,ROCK_TYPE,4
LITH_GRAIN_SIZE,ROCK_TYPE_OBS_NO,5
LITH_GRAIN_SIZE,SCALE_SCHEME,6
LITH_GRAIN_SIZE,GRAIN_SIZE,7
LITH_INTERVAL,LITHOLOGY_LOG_ID,1
LITH_INTERVAL,LITH_LOG_SOURCE,2
LITH_INTERVAL,DEPTH_OBS_NO,3
LITH_LOG,LITHOLOGY_LOG_ID,1
LITH_LOG,LITH_LOG_SOURCE,2
LITH_LOG_BA_SERVICE,LITHOLOGY_LOG_ID,1
LITH_LOG_BA_SERVICE,LITH_LOG_SOURCE,2
LITH_LOG_BA_SERVICE,PROVIDED_BY,3
LITH_LOG_BA_SERVICE,SERVICE_SEQ_NO,4
LITH_LOG_COMPONENT,LITHOLOGY_LOG_ID,1
LITH_LOG_COMPONENT,LITH_LOG_SOURCE,2
LITH_LOG_COMPONENT,COMPONENT_OBS_NO,3
LITH_LOG_REMARK,LITHOLOGY_LOG_ID,1
LITH_LOG_REMARK,LITH_LOG_SOURCE,2
LITH_LOG_REMARK,REMARK_SEQ_NO,3
LITH_MEASURED_SEC,MEAS_SECTION_ID,1
LITH_MEASURED_SEC,SOURCE,2
LITH_POROSITY,LITHOLOGY_LOG_ID,1
LITH_POROSITY,LITH_LOG_SOURCE,2
LITH_POROSITY,DEPTH_OBS_NO,3
LITH_POROSITY,ROCK_TYPE,4
LITH_POROSITY,ROCK_TYPE_OBS_NO,5
LITH_POROSITY,POROSITY_GRADE,6
LITH_ROCK_COLOR,LITHOLOGY_LOG_ID,1
LITH_ROCK_COLOR,LITH_LOG_SOURCE,2
LITH_ROCK_COLOR,DEPTH_OBS_NO,3
LITH_ROCK_COLOR,ROCK_TYPE,4
LITH_ROCK_COLOR,ROCK_TYPE_OBS_NO,5
LITH_ROCK_COLOR,BASIC_COLOR,6
LITH_ROCK_STRUCTURE,LITHOLOGY_LOG_ID,1
LITH_ROCK_STRUCTURE,LITH_LOG_SOURCE,2
LITH_ROCK_STRUCTURE,DEPTH_OBS_NO,3
LITH_ROCK_STRUCTURE,ROCK_TYPE,4
LITH_ROCK_STRUCTURE,ROCK_TYPE_OBS_NO,5
LITH_ROCK_STRUCTURE,STRUCTURE_TYPE,6
LITH_ROCK_TYPE,LITHOLOGY_LOG_ID,1
LITH_ROCK_TYPE,LITH_LOG_SOURCE,2
LITH_ROCK_TYPE,DEPTH_OBS_NO,3
LITH_ROCK_TYPE,ROCK_TYPE,4
LITH_ROCK_TYPE,ROCK_TYPE_OBS_NO,5
LITH_SAMPLE,LITH_SAMPLE_ID,1
LITH_SAMPLE_COLLECTION,LITH_SAMPLE_ID,1
LITH_SAMPLE_COLLECTION,COLLECTION_ID,2
LITH_SAMPLE_DESC,LITH_SAMPLE_ID,1
LITH_SAMPLE_DESC,DESCRIPTION_ID,2
LITH_SAMPLE_PREP,LITH_SAMPLE_ID,1
LITH_SAMPLE_PREP,PREPARATION_ID,2
LITH_SAMPLE_PREP_METH,PREPARATION_METHOD,1
LITH_STRUCTURE,LITHOLOGY_LOG_ID,1
LITH_STRUCTURE,LITH_LOG_SOURCE,2
LITH_STRUCTURE,DEPTH_OBS_NO,3
LITH_STRUCTURE,STRUCTURE_TYPE,4
NOTIFICATION,NOTIFICATION_ID,1
NOTIFICATION_COMPONENT,NOTIFICATION_ID,1
NOTIFICATION_COMPONENT,COMPONENT_OBS_NO,2
NOTIF_BA,NOTIFICATION_ID,1
NOTIF_BA,BUSINESS_ASSOCIATE,2
OBLIGATION,OBLIGATION_ID,1
OBLIGATION,OBLIGATION_SEQ_NO,2
OBLIGATION_COMPONENT,OBLIGATION_ID,1
OBLIGATION_COMPONENT,OBLIGATION_SEQ_NO,2
OBLIGATION_COMPONENT,COMPONENT_OBS_NO,3
OBLIG_ALLOW_DEDUCTION,OBLIGATION_ID,1
OBLIG_ALLOW_DEDUCTION,OBLIGATION_SEQ_NO,2
OBLIG_ALLOW_DEDUCTION,ALLOW_DEDUCTION_ID,3
OBLIG_BA_SERVICE,OBLIGATION_ID,1
OBLIG_BA_SERVICE,OBLIGATION_SEQ_NO,2
OBLIG_BA_SERVICE,PROVIDED_BY,3
OBLIG_BA_SERVICE,OBLIG_SERVICE_SEQ_NO,4
OBLIG_CALC,OBLIGATION_ID,1
OBLIG_CALC,OBLIGATION_SEQ_NO,2
OBLIG_CALC,CALCULATION_OBS_NO,3
OBLIG_DEDUCTION,OBLIGATION_ID,1
OBLIG_DEDUCTION,OBLIGATION_SEQ_NO,2
OBLIG_DEDUCTION,DEDUCTION_ID,3
OBLIG_DEDUCT_CALC,OBLIGATION_ID,1
OBLIG_DEDUCT_CALC,OBLIGATION_SEQ_NO,2
OBLIG_DEDUCT_CALC,DEDUCTION_ID,3
OBLIG_DEDUCT_CALC,CALCULATION_ID,4
OBLIG_PAYMENT,OBLIGATION_ID,1
OBLIG_PAYMENT,OBLIGATION_SEQ_NO,2
OBLIG_PAYMENT,PAYEE_PAYOR_BA_ID,3
OBLIG_PAYMENT,PAYEE_PAYOR,4
OBLIG_PAYMENT_INSTR,PAYEE_BA_ID,1
OBLIG_PAYMENT_INSTR,PAYMENT_INSTRUCTION_ID,2
OBLIG_PAYMENT_RATE,JURISDICTION,1
OBLIG_PAYMENT_RATE,PAY_RATE_TYPE,2
OBLIG_PAYMENT_RATE,PAYMENT_RATE_ID,3
OBLIG_PAY_DETAIL,OBLIGATION_ID,1
OBLIG_PAY_DETAIL,OBLIGATION_SEQ_NO,2
OBLIG_PAY_DETAIL,PAYEE_PAYOR_BA_ID,3
OBLIG_PAY_DETAIL,PAYEE_PAYOR,4
OBLIG_PAY_DETAIL,DETAIL_ID,5
OBLIG_REMARK,OBLIGATION_ID,1
OBLIG_REMARK,OBLIGATION_SEQ_NO,2
OBLIG_REMARK,REMARK_SEQ_NO,3
OBLIG_SUBSTANCE,OBLIGATION_ID,1
OBLIG_SUBSTANCE,OBLIGATION_SEQ_NO,2
OBLIG_SUBSTANCE,SUBSTANCE,3
OBLIG_SUBSTANCE,SUBSTANCE_SEQ_NO,4
OBLIG_TYPE,OBLIGATION_ID,1
OBLIG_TYPE,OBLIGATION_SEQ_NO,2
OBLIG_TYPE,LAND_OBLIG_TYPE,3
OBLIG_XREF,OBLIGATION_ID,1
OBLIG_XREF,OBLIGATION_SEQ_NO,2
OBLIG_XREF,OBLIGATION_ID_2,3
OBLIG_XREF,OBLIGATION_SEQ_NO_2,4
OBLIG_XREF,XREF_SEQ_NO,5
PALEO_ABUND_QUALIFIER,QUALIFIER_ID,1
PALEO_ABUND_SCHEME,SCHEME_ID,1
PALEO_ABUND_SCHEME,ABUND_QUALIFIER_ID,2
PALEO_CLIMATE,CLIMATE_ID,1
PALEO_CONFIDENCE,CONFIDENCE_ID,1
PALEO_FOSSIL_IND,PALEO_SUMMARY_ID,1
PALEO_FOSSIL_IND,FOSSIL_DETAIL_ID,2
PALEO_FOSSIL_IND,FOSSIL_ID,3
PALEO_FOSSIL_IND,INDICATOR_ID,4
PALEO_FOSSIL_INTERP,PALEO_SUMMARY_ID,1
PALEO_FOSSIL_INTERP,DETAIL_ID,2
PALEO_FOSSIL_INTERP,FOSSIL_DETAIL_ID,3
PALEO_FOSSIL_INTERP,FOSSIL_ID,4
PALEO_FOSSIL_LIST,PALEO_SUMMARY_ID,1
PALEO_FOSSIL_LIST,FOSSIL_DETAIL_ID,2
PALEO_FOSSIL_LIST,FOSSIL_ID,3
PALEO_FOSSIL_OBS,PALEO_SUMMARY_ID,1
PALEO_FOSSIL_OBS,FOSSIL_DETAIL_ID,2
PALEO_FOSSIL_OBS,FOSSIL_ID,3
PALEO_FOSSIL_OBS,OBSERVATION_OBS_NO,4
PALEO_INTERP,PALEO_SUMMARY_ID,1
PALEO_INTERP,DETAIL_ID,2
PALEO_OBS_QUALIFIER,QUALIFIER_ID,1
PALEO_SUMMARY,PALEO_SUMMARY_ID,1
PALEO_SUM_AUTHOR,PALEO_SUMMARY_ID,1
PALEO_SUM_AUTHOR,AUTHOR_ID,2
PALEO_SUM_COMP,PALEO_SUMMARY_ID,1
PALEO_SUM_COMP,PALEO_COMPONENT_ID,2
PALEO_SUM_INTERVAL,PALEO_SUMMARY_ID,1
PALEO_SUM_INTERVAL,INTERVAL_ID,2
PALEO_SUM_SAMPLE,PALEO_SUMMARY_ID,1
PALEO_SUM_SAMPLE,LITH_SAMPLE_ID,2
PALEO_SUM_XREF,PALEO_SUMMARY_ID1,1
PALEO_SUM_XREF,PALEO_SUMMARY_ID2,2
PALEO_THERMAL_ALT_IND,TAI_ID,1
PDEN,PDEN_ID,1
PDEN,PDEN_TYPE,2
PDEN,SOURCE,3
PDEN_ALLOC_FACTOR,FROM_PDEN_ID,1
PDEN_ALLOC_FACTOR,FROM_PDEN_TYPE,2
PDEN_ALLOC_FACTOR,FROM_PDEN_SOURCE,3
PDEN_ALLOC_FACTOR,TO_PDEN_ID,4
PDEN_ALLOC_FACTOR,TO_PDEN_TYPE,5
PDEN_ALLOC_FACTOR,TO_PDEN_SOURCE,6
PDEN_ALLOC_FACTOR,ALLOCATION_OBS_NO,7
PDEN_AREA,PDEN_ID,1
PDEN_AREA,PDEN_TYPE,2
PDEN_AREA,PDEN_SOURCE,3
PDEN_BUSINESS_ASSOC,PDEN_ID,1
PDEN_BUSINESS_ASSOC,PDEN_TYPE,2
PDEN_BUSINESS_ASSOC,PDEN_SOURCE,3
PDEN_COMPONENT,PDEN_ID,1
PDEN_COMPONENT,PDEN_TYPE,2
PDEN_COMPONENT,PDEN_SOURCE,3
PDEN_COMPONENT,COMPONENT_OBS_NO,4
PDEN_DECLINE_CASE,PDEN_ID,1
PDEN_DECLINE_CASE,PDEN_TYPE,2
PDEN_DECLINE_CASE,PDEN_SOURCE,3
PDEN_DECLINE_CASE,PRODUCT_TYPE,4
PDEN_DECLINE_CASE,CASE_ID,5
PDEN_DECLINE_CONDITION,PDEN_ID,1
PDEN_DECLINE_CONDITION,PDEN_TYPE,2
PDEN_DECLINE_CONDITION,PDEN_SOURCE,3
PDEN_DECLINE_CONDITION,PRODUCT_TYPE,4
PDEN_DECLINE_CONDITION,CASE_ID,5
PDEN_DECLINE_CONDITION,CONDITION_ID,6
PDEN_DECLINE_CONDITION,PERIOD_TYPE,7
PDEN_DECLINE_CONDITION,VOLUME_DATE,8
PDEN_DECLINE_SEGMENT,PDEN_ID,1
PDEN_DECLINE_SEGMENT,PDEN_TYPE,2
PDEN_DECLINE_SEGMENT,PDEN_SOURCE,3
PDEN_DECLINE_SEGMENT,PRODUCT_TYPE,4
PDEN_DECLINE_SEGMENT,CASE_ID,5
PDEN_DECLINE_SEGMENT,SEGMENT_ID,6
PDEN_FACILITY,PDEN_ID,1
PDEN_FACILITY,PDEN_TYPE,2
PDEN_FACILITY,PDEN_SOURCE,3
PDEN_FIELD,PDEN_ID,1
PDEN_FIELD,PDEN_TYPE,2
PDEN_FIELD,PDEN_SOURCE,3
PDEN_FLOW_MEASUREMENT,PDEN_ID,1
PDEN_FLOW_MEASUREMENT,PDEN_TYPE,2
PDEN_FLOW_MEASUREMENT,PDEN_SOURCE,3
PDEN_FLOW_MEASUREMENT,PRODUCT_TYPE,4
PDEN_FLOW_MEASUREMENT,MEASUREMENT_DATE,5
PDEN_FLOW_MEASUREMENT,AMENDMENT_SEQ_NO,6
PDEN_IN_AREA,PDEN_ID,1
PDEN_IN_AREA,PDEN_TYPE,2
PDEN_IN_AREA,PDEN_SOURCE,3
PDEN_IN_AREA,AREA_ID,4
PDEN_IN_AREA,AREA_TYPE,5
PDEN_LAND_RIGHT,PDEN_ID,1
PDEN_LAND_RIGHT,PDEN_TYPE,2
PDEN_LAND_RIGHT,PDEN_SOURCE,3
PDEN_LEASE_UNIT,PDEN_ID,1
PDEN_LEASE_UNIT,PDEN_TYPE,2
PDEN_LEASE_UNIT,PDEN_SOURCE,3
PDEN_MATERIAL_BAL,PDEN_ID,1
PDEN_MATERIAL_BAL,PDEN_TYPE,2
PDEN_MATERIAL_BAL,PDEN_SOURCE,3
PDEN_MATERIAL_BAL,PRODUCT_TYPE,4
PDEN_MATERIAL_BAL,CASE_ID,5
PDEN_OPER_HIST,PDEN_ID,1
PDEN_OPER_HIST,PDEN_TYPE,2
PDEN_OPER_HIST,PDEN_SOURCE,3
PDEN_OPER_HIST,BUSINESS_ASSOCIATE,4
PDEN_OPER_HIST,OPERATOR_OBS_NO,5
PDEN_OTHER,PDEN_ID,1
PDEN_OTHER,PDEN_TYPE,2
PDEN_OTHER,PDEN_SOURCE,3
PDEN_POOL,PDEN_ID,1
PDEN_POOL,PDEN_TYPE,2
PDEN_POOL,PDEN_SOURCE,3
PDEN_PROD_STRING,PDEN_ID,1
PDEN_PROD_STRING,PDEN_TYPE,2
PDEN_PROD_STRING,PDEN_SOURCE,3
PDEN_PROD_STRING_XREF,PDEN_ID,1
PDEN_PROD_STRING_XREF,PDEN_TYPE,2
PDEN_PROD_STRING_XREF,PDEN_SOURCE,3
PDEN_PROD_STRING_XREF,UWI,4
PDEN_PROD_STRING_XREF,STRING_SOURCE,5
PDEN_PROD_STRING_XREF,STRING_ID,6
PDEN_PROD_STRING_XREF,PDEN_PRS_XREF_SEQ_NO,7
PDEN_PR_STR_ALLOWABLE,PDEN_ID,1
