OWNER,TABLE_NAME,COLUMN_NAME,POSITION,R_OWNER,R_TABLE_NAME,R_COLUMN_NAME,CONSTRAINT_NAME,DELETE_RULE
PPDM,LAND_RIGHT_COMPONENT,PDEN_ID,1,PPDM,PDEN,PDEN_ID,LRCOMP_PDE_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,PALEO_SUMMARY_ID,1,PPDM,PALEO_SUMMARY,PALEO_SUMMARY_ID,LRCOMP_PASU_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,OBLIGATION_SEQ_NO,2,PPDM,OBLIGATION,OBLIGATION_SEQ_NO,LRCOMP_OB_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,OBLIGATION_ID,1,PPDM,OBLIGATION,OBLIGATION_ID,LRCOMP_OB_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,NOTIFICATION_ID,1,PPDM,NOTIFICATION,NOTIFICATION_ID,LRCOMP_NOTI_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,LAND_SALE_NUMBER,2,PPDM,LAND_SALE,LAND_SALE_NUMBER,LRCOMP_LS_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,JURISDICTION,1,PPDM,LAND_SALE,JURISDICTION,LRCOMP_LS_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRCOMP_LR_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRCOMP_LR_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,PPDM_TABLE_NAME,2,PPDM,PPDM_TABLE,TABLE_NAME,LRCOMP_PT_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_TABLE,SYSTEM_ID,LRCOMP_PT_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,UWI,1,PPDM,PROD_STRING,UWI,LRCOMP_PS_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,PROD_STRING_SOURCE,2,PPDM,PROD_STRING,SOURCE,LRCOMP_PS_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,PROD_STRING_ID,3,PPDM,PROD_STRING,STRING_ID,LRCOMP_PS_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_SYSTEM,SYSTEM_ID,LRCOMP_PSYS_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,LITH_LOG_SOURCE,2,PPDM,LITH_LOG,LITH_LOG_SOURCE,LRCOMP_LIL_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,LITHOLOGY_LOG_ID,1,PPDM,LITH_LOG,LITHOLOGY_LOG_ID,LRCOMP_LIL_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,INTEREST_SET_SEQ_NO,2,PPDM,INTEREST_SET,INTEREST_SET_SEQ_NO,LRCOMP_INT_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,INTEREST_SET_ID,1,PPDM,INTEREST_SET,INTEREST_SET_ID,LRCOMP_INT_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,CONSENT_ID,1,PPDM,CONSENT,CONSENT_ID,LRCOMP_CON_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,CLASS_LEVEL_ID,2,PPDM,CLASS_LEVEL,CLASS_LEVEL_ID,LRCOMP_CLSL_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,CLASSIFICATION_SYSTEM_ID,1,PPDM,CLASS_LEVEL,CLASSIFICATION_SYSTEM_ID,LRCOMP_CLSL_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,CATALOGUE_EQUIP_ID,1,PPDM,CAT_EQUIPMENT,CATALOGUE_EQUIP_ID,LRCOMP_CEQ_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,CATALOGUE_ADDITIVE_ID,1,PPDM,CAT_ADDITIVE,CATALOGUE_ADDITIVE_ID,LRCOMP_CA_FK,NO ACTION
PPDM,LAND_RIGHT_COMPONENT,BUSINESS_ASSOCIATE,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LRCOMP_BA_FK,NO ACTION
PPDM,LAND_RIGHT_FACILITY,FACILITY_TYPE,2,PPDM,FACILITY,FACILITY_TYPE,LRFAC_FAC_FK,NO ACTION
PPDM,LAND_RIGHT_FACILITY,FACILITY_ID,1,PPDM,FACILITY,FACILITY_ID,LRFAC_FAC_FK,NO ACTION
PPDM,LAND_RIGHT_FACILITY,XREF_TYPE,1,PPDM,R_LR_FACILITY_XREF,XREF_TYPE,LRFAC_R_LFX_FK,NO ACTION
PPDM,LAND_RIGHT_FACILITY,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRFAC_LR_FK,NO ACTION
PPDM,LAND_RIGHT_FACILITY,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRFAC_LR_FK,NO ACTION
PPDM,LAND_RIGHT_FIELD,FIELD_ID,1,PPDM,FIELD,FIELD_ID,LRFLD_FLD_FK,NO ACTION
PPDM,LAND_RIGHT_FIELD,XREF_TYPE,1,PPDM,R_LR_FIELD_XREF,XREF_TYPE,LRFLD_R_LFX1_FK,NO ACTION
PPDM,LAND_RIGHT_FIELD,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRFLD_LR_FK,NO ACTION
PPDM,LAND_RIGHT_FIELD,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRFLD_LR_FK,NO ACTION
PPDM,LAND_RIGHT_INSTRUMENT,DISCHARGE_INSTRUMENT_ID,1,PPDM,INSTRUMENT,INSTRUMENT_ID,LRI_INS_FK2,NO ACTION
PPDM,LAND_RIGHT_INSTRUMENT,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRI_LR_FK,NO ACTION
PPDM,LAND_RIGHT_INSTRUMENT,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRI_LR_FK,NO ACTION
PPDM,LAND_RIGHT_INSTRUMENT,INSTRUMENT_ID,1,PPDM,INSTRUMENT,INSTRUMENT_ID,LRI_INS_FK,NO ACTION
PPDM,LAND_RIGHT_POOL,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRP_LR_FK,NO ACTION
PPDM,LAND_RIGHT_POOL,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRP_LR_FK,NO ACTION
PPDM,LAND_RIGHT_POOL,POOL_ID,1,PPDM,POOL,POOL_ID,LRP_PL_FK,NO ACTION
PPDM,LAND_RIGHT_REST,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRR_LR_FK,NO ACTION
PPDM,LAND_RIGHT_REST,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRR_LR_FK,NO ACTION
PPDM,LAND_RIGHT_REST,RESTRICTION_VERSION,2,PPDM,RESTRICTION,RESTRICTION_VERSION,LRR_REST_FK,NO ACTION
PPDM,LAND_RIGHT_REST,RESTRICTION_ID,1,PPDM,RESTRICTION,RESTRICTION_ID,LRR_REST_FK,NO ACTION
PPDM,LAND_RIGHT_REST_REM,RESTRICTION_VERSION,4,PPDM,LAND_RIGHT_REST,RESTRICTION_VERSION,LRRR_LRR_FK,NO ACTION
PPDM,LAND_RIGHT_REST_REM,RESTRICTION_ID,3,PPDM,LAND_RIGHT_REST,RESTRICTION_ID,LRRR_LRR_FK,NO ACTION
PPDM,LAND_RIGHT_REST_REM,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT_REST,LAND_RIGHT_TYPE,LRRR_LRR_FK,NO ACTION
PPDM,LAND_RIGHT_REST_REM,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT_REST,LAND_RIGHT_ID,LRRR_LRR_FK,NO ACTION
PPDM,LAND_RIGHT_REST_REM,RESTRICTION_REMARK_TYPE,1,PPDM,R_REST_REMARK,RESTRICTION_REMARK_TYPE,LRRR_R_RR_FK,NO ACTION
PPDM,LAND_RIGHT_REST_REM,REMARK_TYPE,1,PPDM,R_REMARK_TYPE,REMARK_TYPE,LRRR_R_RT2_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRW_LR_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRW_LR_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,SPACING_UNIT_ID,1,PPDM,SPACING_UNIT,SPACING_UNIT_ID,LRW_SU_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,UWI,1,PPDM,WELL,UWI,LRW_W_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,WELL_RELATIONSHIP_TYPE,1,PPDM,R_LAND_WELL_REL_TYPE,WELL_RELATIONSHIP_TYPE,LRW_R_LWRT_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,STRING_ID,3,PPDM,PROD_STRING,STRING_ID,LRW_PS_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,PR_STR_SOURCE,2,PPDM,PROD_STRING,SOURCE,LRW_PS_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,UWI,1,PPDM,PROD_STRING,UWI,LRW_PS_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,STRING_ID,3,PPDM,PROD_STRING_FORMATION,STRING_ID,LRW_PSF_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,PR_STR_SOURCE,2,PPDM,PROD_STRING_FORMATION,PROD_STRING_SOURCE,LRW_PSF_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,PR_STR_FORM_OBS_NO,4,PPDM,PROD_STRING_FORMATION,PR_STR_FORM_OBS_NO,LRW_PSF_FK,NO ACTION
PPDM,LAND_RIGHT_WELL,UWI,1,PPDM,PROD_STRING_FORMATION,UWI,LRW_PSF_FK,NO ACTION
PPDM,LAND_RIGHT_WELL_SUBST,LR_WELL_SEQ_NO,4,PPDM,LAND_RIGHT_WELL,LR_WELL_SEQ_NO,LRWS_LRW_FK,NO ACTION
PPDM,LAND_RIGHT_WELL_SUBST,LAND_RIGHT_TYPE,3,PPDM,LAND_RIGHT_WELL,LAND_RIGHT_TYPE,LRWS_LRW_FK,NO ACTION
PPDM,LAND_RIGHT_WELL_SUBST,LAND_RIGHT_ID,2,PPDM,LAND_RIGHT_WELL,LAND_RIGHT_ID,LRWS_LRW_FK,NO ACTION
PPDM,LAND_RIGHT_WELL_SUBST,UWI,1,PPDM,LAND_RIGHT_WELL,UWI,LRWS_LRW_FK,NO ACTION
PPDM,LAND_RIGHT_WELL_SUBST,SUBSTANCE,1,PPDM,SUBSTANCE,SUBSTANCE_TYPE,LRWS_SUB_FK,NO ACTION
PPDM,LAND_SALE,JURISDICTION,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LS_BA_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,ORGANIZATION_SEQ_NO,3,PPDM,BA_ORGANIZATION,ORGANIZATION_SEQ_NO,LSBS_BAO_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,ORGANIZATION_ID,2,PPDM,BA_ORGANIZATION,ORGANIZATION_ID,LSBS_BAO_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,CONTACT_BA_ID,1,PPDM,BA_ORGANIZATION,BUSINESS_ASSOCIATE,LSBS_BAO_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,SERVICE_QUALITY,1,PPDM,R_SERVICE_QUALITY,SERVICE_QUALITY,LSBS_R_SQ_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,BA_SERVICE_TYPE,1,PPDM,R_BA_SERVICE_TYPE,BA_SERVICE_TYPE,LSBS_R_BST_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,RATE_SCHEDULE_ID,1,PPDM,RATE_SCHEDULE,RATE_SCHEDULE_ID,LSBS_RATE_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_OFFERING,LAND_SALE_OFFERING_ID,LSBS_LSO_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_OFFERING,LAND_SALE_NUMBER,LSBS_LSO_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,JURISDICTION,1,PPDM,LAND_SALE_OFFERING,JURISDICTION,LSBS_LSO_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,PROVIDED_BY,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSBS_BA_FK3,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,CONTACT_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSBS_BA_FK,NO ACTION
PPDM,LAND_SALE_BA_SERVICE,REPRESENTED_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSBS_BA_FK2,NO ACTION
PPDM,LAND_SALE_BID,ADDRESS_SOURCE,2,PPDM,BA_ADDRESS,SOURCE,LSOB_BAA_FK,NO ACTION
PPDM,LAND_SALE_BID,ADDRESS_OBS_NO,3,PPDM,BA_ADDRESS,ADDRESS_OBS_NO,LSOB_BAA_FK,NO ACTION
PPDM,LAND_SALE_BID,ADDRESS_FOR_SERVICE,1,PPDM,BA_ADDRESS,BUSINESS_ASSOCIATE,LSOB_BAA_FK,NO ACTION
PPDM,LAND_SALE_BID,BIDDER,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSOB_BA_FK,NO ACTION
PPDM,LAND_SALE_BID,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_OFFERING,LAND_SALE_OFFERING_ID,LSOB_LSO_FK,NO ACTION
PPDM,LAND_SALE_BID,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_OFFERING,LAND_SALE_NUMBER,LSOB_LSO_FK,NO ACTION
PPDM,LAND_SALE_BID,JURISDICTION,1,PPDM,LAND_SALE_OFFERING,JURISDICTION,LSOB_LSO_FK,NO ACTION
PPDM,LAND_SALE_BID,PAYMENT_INSTRUCTION_ID,2,PPDM,OBLIG_PAYMENT_INSTR,PAYMENT_INSTRUCTION_ID,LSOB_OBPI_FK,NO ACTION
PPDM,LAND_SALE_BID,BIDDER,1,PPDM,OBLIG_PAYMENT_INSTR,PAYEE_BA_ID,LSOB_OBPI_FK,NO ACTION
PPDM,LAND_SALE_BID,CASH_BID_TYPE,1,PPDM,R_LAND_CASH_BID_TYPE,CASH_BID_TYPE,LSOB_R_LCBT_FK,NO ACTION
PPDM,LAND_SALE_BID,BID_TYPE,1,PPDM,R_LAND_BID_TYPE,LAND_BID_TYPE,LSOB_R_LBT_FK,NO ACTION
PPDM,LAND_SALE_BID,BIDDER_TYPE,1,PPDM,R_LAND_BIDDER_TYPE,LAND_BIDDER_TYPE,LSOB_R_LBT1_FK,NO ACTION
PPDM,LAND_SALE_BID,BID_STATUS,1,PPDM,R_LAND_BID_STATUS,LAND_BID_STATUS,LSOB_R_LBS_FK,NO ACTION
PPDM,LAND_SALE_BID_SET,OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSBS1_BA_FK,NO ACTION
PPDM,LAND_SALE_BID_SET_BID,LAND_SALE_BID_SET_ID,1,PPDM,LAND_SALE_BID_SET,LAND_SALE_BID_SET_ID,LSBSB_LSBS1_FK,NO ACTION
PPDM,LAND_SALE_BID_SET_BID,LAND_OFFERING_BID_ID,4,PPDM,LAND_SALE_BID,LAND_OFFERING_BID_ID,LSBSB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_BID_SET_BID,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_BID,LAND_SALE_OFFERING_ID,LSBSB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_BID_SET_BID,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_BID,LAND_SALE_NUMBER,LSBSB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_BID_SET_BID,JURISDICTION,1,PPDM,LAND_SALE_BID,JURISDICTION,LSBSB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_FEE,LAND_SALE_NUMBER,2,PPDM,LAND_SALE,LAND_SALE_NUMBER,LSF_LS_FK,NO ACTION
PPDM,LAND_SALE_FEE,JURISDICTION,1,PPDM,LAND_SALE,JURISDICTION,LSF_LS_FK,NO ACTION
PPDM,LAND_SALE_FEE,RATE_SCHEDULE_ID,1,PPDM,RATE_SCHEDULE,RATE_SCHEDULE_ID,LSF_RATE_FK,NO ACTION
PPDM,LAND_SALE_OFFERING,LAND_SALE_NUMBER,2,PPDM,LAND_SALE,LAND_SALE_NUMBER,LSO_LS_FK,NO ACTION
PPDM,LAND_SALE_OFFERING,JURISDICTION,1,PPDM,LAND_SALE,JURISDICTION,LSO_LS_FK,NO ACTION
PPDM,LAND_SALE_OFFERING,CANCEL_REASON,1,PPDM,R_L_OFFR_CANCEL_RSN,LAND_OFFR_CANCEL_RSN,LSO_R_LOCR_FK,NO ACTION
PPDM,LAND_SALE_OFFERING,LAND_OFFERING_TYPE,1,PPDM,R_LAND_OFFRING_TYPE,LAND_OFFRING_TYPE,LSO_R_LOT1_FK,NO ACTION
PPDM,LAND_SALE_OFFERING,LAND_OFFERING_STATUS,1,PPDM,R_LAND_OFFRING_STATUS,LAND_OFFRING_STATUS,LSO_R_LOS_FK,NO ACTION
PPDM,LAND_SALE_OFFERING_AREA,AREA_TYPE,2,PPDM,AREA,AREA_TYPE,LSOA_A_FK,NO ACTION
PPDM,LAND_SALE_OFFERING_AREA,AREA_ID,1,PPDM,AREA,AREA_ID,LSOA_A_FK,NO ACTION
PPDM,LAND_SALE_OFFERING_AREA,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_OFFERING,LAND_SALE_OFFERING_ID,LSOA_LSO_FK,NO ACTION
PPDM,LAND_SALE_OFFERING_AREA,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_OFFERING,LAND_SALE_NUMBER,LSOA_LSO_FK,NO ACTION
PPDM,LAND_SALE_OFFERING_AREA,JURISDICTION,1,PPDM,LAND_SALE_OFFERING,JURISDICTION,LSOA_LSO_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,AREA_TYPE,2,PPDM,AREA,AREA_TYPE,LSRQ_A_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,AREA_ID,1,PPDM,AREA,AREA_ID,LSRQ_A_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,UWI,1,PPDM,WELL,UWI,LSRQ_W_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,WELL_SOURCE,2,PPDM,WELL_LICENSE,SOURCE,LSRQ_WLIC_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,WELL_LICENSE_ID,3,PPDM,WELL_LICENSE,LICENSE_ID,LSRQ_WLIC_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,UWI,1,PPDM,WELL_LICENSE,UWI,LSRQ_WLIC_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,REQUEST_TYPE,1,PPDM,R_LAND_REQUEST_TYPE,LAND_REQUEST_TYPE,LSRQ_R_LRT2_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,LAND_REQ_STATUS,1,PPDM,R_LAND_REQ_STATUS,LAND_REQ_STATUS,LSRQ_R_LRS_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,GRANTED_RIGHT_TYPE,1,PPDM,R_GRANTED_RIGHT_TYPE,GRANTED_RIGHT_TYPE,LSRQ_R_GRT_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,PREVIOUS_REQUEST_ID,1,PPDM,LAND_SALE_REQUEST,LAND_REQUEST_ID,LSRQ_LSRQ_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_OFFERING,LAND_SALE_OFFERING_ID,LSRQ_LSO_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_OFFERING,LAND_SALE_NUMBER,LSRQ_LSO_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,JURISDICTION,1,PPDM,LAND_SALE_OFFERING,JURISDICTION,LSRQ_LSO_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LSRQ_LR_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LSRQ_LR_FK,NO ACTION
PPDM,LAND_SALE_REQUEST,JURISDICTION,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSRQ_BA_FK4,NO ACTION
PPDM,LAND_SALE_REQUEST,CONTACT_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSRQ_BA_FK3,NO ACTION
PPDM,LAND_SALE_REQUEST,ORIGINATOR_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSRQ_BA_FK2,NO ACTION
PPDM,LAND_SALE_REQUEST,BROKER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LSRQ_BA_FK,NO ACTION
PPDM,LAND_SALE_RESTRICTION,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_OFFERING,LAND_SALE_OFFERING_ID,LSOR_LSO_FK,NO ACTION
PPDM,LAND_SALE_RESTRICTION,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_OFFERING,LAND_SALE_NUMBER,LSOR_LSO_FK,NO ACTION
PPDM,LAND_SALE_RESTRICTION,JURISDICTION,1,PPDM,LAND_SALE_OFFERING,JURISDICTION,LSOR_LSO_FK,NO ACTION
PPDM,LAND_SALE_RESTRICTION,RESTRICTION_VERSION,2,PPDM,RESTRICTION,RESTRICTION_VERSION,LSOR_REST_FK,NO ACTION
PPDM,LAND_SALE_RESTRICTION,RESTRICTION_ID,1,PPDM,RESTRICTION,RESTRICTION_ID,LSOR_REST_FK,NO ACTION
PPDM,LAND_SALE_REST_REMARK,LAND_SALE_OFFERING_ID,5,PPDM,LAND_SALE_RESTRICTION,LAND_SALE_OFFERING_ID,LSRR_LSOR_FK,NO ACTION
PPDM,LAND_SALE_REST_REMARK,LAND_SALE_NUMBER,4,PPDM,LAND_SALE_RESTRICTION,LAND_SALE_NUMBER,LSRR_LSOR_FK,NO ACTION
PPDM,LAND_SALE_REST_REMARK,JURISDICTION,3,PPDM,LAND_SALE_RESTRICTION,JURISDICTION,LSRR_LSOR_FK,NO ACTION
PPDM,LAND_SALE_REST_REMARK,RESTRICTION_VERSION,2,PPDM,LAND_SALE_RESTRICTION,RESTRICTION_VERSION,LSRR_LSOR_FK,NO ACTION
PPDM,LAND_SALE_REST_REMARK,RESTRICTION_ID,1,PPDM,LAND_SALE_RESTRICTION,RESTRICTION_ID,LSRR_LSOR_FK,NO ACTION
PPDM,LAND_SALE_REST_REMARK,RESTRICTION_REMARK_TYPE,1,PPDM,R_REST_REMARK,RESTRICTION_REMARK_TYPE,LSRR_R_RR_FK,NO ACTION
PPDM,LAND_SALE_WORK_BID,LAND_OFFERING_BID_ID,4,PPDM,LAND_SALE_BID,LAND_OFFERING_BID_ID,LSWB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_WORK_BID,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_BID,LAND_SALE_OFFERING_ID,LSWB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_WORK_BID,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_BID,LAND_SALE_NUMBER,LSWB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_WORK_BID,JURISDICTION,1,PPDM,LAND_SALE_BID,JURISDICTION,LSWB_LSOB_FK,NO ACTION
PPDM,LAND_SALE_WORK_BID,WORK_BID_TYPE,1,PPDM,R_WORK_BID_TYPE,WORK_BID_TYPE,LSWB_R_WBT_FK,NO ACTION
PPDM,LAND_SIZE,INTEREST_SET_SEQ_NO,2,PPDM,INT_SET_PARTNER,INTEREST_SET_SEQ_NO,LRSZ_INTP_FK,NO ACTION
PPDM,LAND_SIZE,INTEREST_SET_ID,1,PPDM,INT_SET_PARTNER,INTEREST_SET_ID,LRSZ_INTP_FK,NO ACTION
PPDM,LAND_SIZE,BUSINESS_ASSOCIATE,3,PPDM,INT_SET_PARTNER,PARTNER_BA_ID,LRSZ_INTP_FK,NO ACTION
PPDM,LAND_SIZE,SIZE_TYPE,1,PPDM,R_LR_SIZE_TYPE,SIZE_TYPE,LRSZ_R_LST2_FK,NO ACTION
PPDM,LAND_SIZE,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRSZ_LR_FK,NO ACTION
PPDM,LAND_SIZE,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRSZ_LR_FK,NO ACTION
PPDM,LAND_STATUS,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,LRST_LR_FK,NO ACTION
PPDM,LAND_STATUS,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,LRST_LR_FK,NO ACTION
PPDM,LAND_STATUS,LAND_RIGHT_STATUS,2,PPDM,R_LAND_RIGHT_STATUS,LAND_RIGHT_STATUS,LRST_R_LRS1_FK,NO ACTION
PPDM,LAND_STATUS,STATUS_TYPE,1,PPDM,R_LAND_RIGHT_STATUS,STATUS_TYPE,LRST_R_LRS1_FK,NO ACTION
PPDM,LAND_TERMINATION,BUSINESS_ASSOCIATE,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,LRTM_BA_FK,NO ACTION
PPDM,LAND_TERMINATION,LAND_SALE_OFFERING_ID,3,PPDM,LAND_SALE_OFFERING,LAND_SALE_OFFERING_ID,LRTM_LSO_FK,NO ACTION
PPDM,LAND_TERMINATION,LAND_SALE_NUMBER,2,PPDM,LAND_SALE_OFFERING,LAND_SALE_NUMBER,LRTM_LSO_FK,NO ACTION
PPDM,LAND_TERMINATION,JURISDICTION,1,PPDM,LAND_SALE_OFFERING,JURISDICTION,LRTM_LSO_FK,NO ACTION
PPDM,LAND_TERMINATION,TERMINATION_REQMT,1,PPDM,R_LR_TERMIN_REQMT,TERMINATION_REQMT,LRTM_R_LTR_FK,NO ACTION
PPDM,LAND_TERMINATION,TERMINATION_TYPE,1,PPDM,R_LR_TERMIN_TYPE,TERMINATION_TYPE,LRTM_R_LTT1_FK,NO ACTION
PPDM,LAND_TERMINATION,SPATIAL_OBS_NO,2,PPDM,SP_MINERAL_ZONE,SPATIAL_OBS_NO,LRTM_SPMZ_FK,NO ACTION
PPDM,LAND_TERMINATION,SPATIAL_DESCRIPTION_ID,1,PPDM,SP_MINERAL_ZONE,SPATIAL_DESCRIPTION_ID,LRTM_SPMZ_FK,NO ACTION
PPDM,LAND_TERMINATION,MINERAL_ZONE_ID,3,PPDM,SP_MINERAL_ZONE,MINERAL_ZONE_ID,LRTM_SPMZ_FK,NO ACTION
