OWNER,TABLE_NAME,COLUMN_NAME,POSITION,R_OWNER,R_TABLE_NAME,R_COLUMN_NAME,CONSTRAINT_NAME,DELETE_RULE,ID
PPDM,PPDM_QUANTITY_ALIAS,SW_APPLICATION_ID,1,PPDM,R_SW_APPLICATION,SW_APPLICATION_ID,PQA_R_SA_FK,NO ACTION,4538
PPDM,PPDM_QUANTITY_ALIAS,LANGUAGE_ID,1,PPDM,R_LANGUAGE,LANGUAGE_ID,PQA_R_LANG_FK,NO ACTION,4539
PPDM,PPDM_QUANTITY_ALIAS,QUANTITY_TYPE,1,PPDM,PPDM_QUANTITY,QUANTITY_TYPE,PQA_PQ_FK,NO ACTION,4540
PPDM,PPDM_QUANTITY_ALIAS,ALIAS_REASON_TYPE,1,PPDM,R_ALIAS_REASON_TYPE,REASON_TYPE,PQA_R_ART_FK,NO ACTION,4541
PPDM,PPDM_RULE,RULE_CLASS,1,PPDM,R_PPDM_RULE_CLASS,RULE_CLASS_TYPE,PR_R_PRC_FK,NO ACTION,4542
PPDM,PPDM_RULE,RULE_PURPOSE,1,PPDM,R_PPDM_RULE_PURPOSE,RULE_PURPOSE,PR_R_PRP_FK,NO ACTION,4543
PPDM,PPDM_RULE,CURRENT_STATUS,1,PPDM,R_PPDM_RULE_STATUS,RULE_STATUS,PR_R_PRS_FK,NO ACTION,4544
PPDM,PPDM_RULE,USE_CONDITION_TYPE,1,PPDM,R_PPDM_RULE_USE_COND,USE_CONDITION_TYPE,PR_R_PRUC_FK,NO ACTION,4545
PPDM,PPDM_RULE_ALIAS,OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PRA_BA_FK,NO ACTION,4546
PPDM,PPDM_RULE_ALIAS,LANGUAGE_ID,1,PPDM,R_LANGUAGE,LANGUAGE_ID,PRA_R_LANG_FK,NO ACTION,4547
PPDM,PPDM_RULE_ALIAS,ALIAS_TYPE,1,PPDM,R_ALIAS_TYPE,ALIAS_TYPE,PRA_R_ATY_FK,NO ACTION,4548
PPDM,PPDM_RULE_ALIAS,SOURCE_DOCUMENT,1,PPDM,SOURCE_DOCUMENT,SOURCE_DOCUMENT,PRA_SRCD_FK,NO ACTION,4549
PPDM,PPDM_RULE_ALIAS,SW_APPLICATION_ID,1,PPDM,R_SW_APPLICATION,SW_APPLICATION_ID,PRA_R_SA_FK,NO ACTION,4550
PPDM,PPDM_RULE_ALIAS,RULE_ID,1,PPDM,PPDM_RULE,RULE_ID,PRA_PR_FK,NO ACTION,4551
PPDM,PPDM_RULE_ALIAS,ALIAS_REASON_TYPE,1,PPDM,R_ALIAS_REASON_TYPE,REASON_TYPE,PRA_R_ART_FK,NO ACTION,4552
PPDM,PPDM_RULE_COMPONENT,AREA_TYPE,2,PPDM,AREA,AREA_TYPE,PRC_A_FK,NO ACTION,4553
PPDM,PPDM_RULE_COMPONENT,AREA_ID,1,PPDM,AREA,AREA_ID,PRC_A_FK,NO ACTION,4554
PPDM,PPDM_RULE_COMPONENT,FINANCE_ID,1,PPDM,FINANCE,FINANCE_ID,PRC_FIN_FK,NO ACTION,4555
PPDM,PPDM_RULE_COMPONENT,FACILITY_TYPE,2,PPDM,FACILITY,FACILITY_TYPE,PRC_FAC_FK,NO ACTION,4556
PPDM,PPDM_RULE_COMPONENT,FACILITY_ID,1,PPDM,FACILITY,FACILITY_ID,PRC_FAC_FK,NO ACTION,4557
PPDM,PPDM_RULE_COMPONENT,FACILITY_TYPE,2,PPDM,FACILITY_LICENSE,FACILITY_TYPE,PRC_FACL_FK,NO ACTION,4558
PPDM,PPDM_RULE_COMPONENT,FACILITY_LICENSE_ID,3,PPDM,FACILITY_LICENSE,LICENSE_ID,PRC_FACL_FK,NO ACTION,4559
PPDM,PPDM_RULE_COMPONENT,FACILITY_ID,1,PPDM,FACILITY_LICENSE,FACILITY_ID,PRC_FACL_FK,NO ACTION,4560
PPDM,PPDM_RULE_COMPONENT,ECOZONE_ID,1,PPDM,ECOZONE,ECOZONE_ID,PRC_EZ_FK,NO ACTION,4561
PPDM,PPDM_RULE_COMPONENT,EQUIPMENT_ID,1,PPDM,EQUIPMENT,EQUIPMENT_ID,PRC_EQ_FK,NO ACTION,4562
PPDM,PPDM_RULE_COMPONENT,CONSULT_ID,1,PPDM,CONSULT,CONSULT_ID,PRC_CO_FK,NO ACTION,4563
PPDM,PPDM_RULE_COMPONENT,CONTEST_ID,1,PPDM,CONTEST,CONTEST_ID,PRC_COT_FK,NO ACTION,4564
PPDM,PPDM_RULE_COMPONENT,CONSENT_ID,1,PPDM,CONSENT,CONSENT_ID,PRC_CON_FK,NO ACTION,4565
PPDM,PPDM_RULE_COMPONENT,CLASS_LEVEL_ID,2,PPDM,CLASS_LEVEL,CLASS_LEVEL_ID,PRC_CLSL_FK,NO ACTION,4566
PPDM,PPDM_RULE_COMPONENT,CLASSIFICATION_SYSTEM_ID,1,PPDM,CLASS_LEVEL,CLASSIFICATION_SYSTEM_ID,PRC_CLSL_FK,NO ACTION,4567
PPDM,PPDM_RULE_COMPONENT,CATALOGUE_EQUIP_ID,1,PPDM,CAT_EQUIPMENT,CATALOGUE_EQUIP_ID,PRC_CEQ_FK,NO ACTION,4568
PPDM,PPDM_RULE_COMPONENT,CATALOGUE_ADDITIVE_ID,1,PPDM,CAT_ADDITIVE,CATALOGUE_ADDITIVE_ID,PRC_CA_FK,NO ACTION,4569
PPDM,PPDM_RULE_COMPONENT,BUSINESS_ASSOCIATE,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PRC_BA_FK,NO ACTION,4570
PPDM,PPDM_RULE_COMPONENT,BUSINESS_ASSOCIATE,1,PPDM,BA_ORGANIZATION,BUSINESS_ASSOCIATE,PRC_BAO_FK,NO ACTION,4571
PPDM,PPDM_RULE_COMPONENT,BA_ORGANIZATION_SEQ_NO,3,PPDM,BA_ORGANIZATION,ORGANIZATION_SEQ_NO,PRC_BAO_FK,NO ACTION,4572
PPDM,PPDM_RULE_COMPONENT,BA_ORGANIZATION_ID,2,PPDM,BA_ORGANIZATION,ORGANIZATION_ID,PRC_BAO_FK,NO ACTION,4573
PPDM,PPDM_RULE_COMPONENT,BA_LICENSE_ID,2,PPDM,BA_LICENSE,LICENSE_ID,PRC_BALIC_FK,NO ACTION,4574
PPDM,PPDM_RULE_COMPONENT,BA_LICENSEE_BA_ID,1,PPDM,BA_LICENSE,LICENSEE_BA_ID,PRC_BALIC_FK,NO ACTION,4575
PPDM,PPDM_RULE_COMPONENT,APPLICATION_ID,1,PPDM,APPLICATION,APPLICATION_ID,PRC_APP_FK,NO ACTION,4576
PPDM,PPDM_RULE_COMPONENT,UWI,1,PPDM,WELL,UWI,PRC_W_FK,NO ACTION,4577
PPDM,PPDM_RULE_COMPONENT,WORK_ORDER_ID,1,PPDM,WORK_ORDER,WORK_ORDER_ID,PRC_WO_FK,NO ACTION,4578
PPDM,PPDM_RULE_COMPONENT,WELL_LICENSE_SOURCE,2,PPDM,WELL_LICENSE,SOURCE,PRC_WLIC_FK,NO ACTION,4579
PPDM,PPDM_RULE_COMPONENT,WELL_LICENSE_ID,3,PPDM,WELL_LICENSE,LICENSE_ID,PRC_WLIC_FK,NO ACTION,4580
PPDM,PPDM_RULE_COMPONENT,UWI,1,PPDM,WELL_LICENSE,UWI,PRC_WLIC_FK,NO ACTION,4581
PPDM,PPDM_RULE_COMPONENT,WELL_ACTIVITY_UWI,1,PPDM,WELL_ACTIVITY,UWI,PRC_WAC_FK,NO ACTION,4582
PPDM,PPDM_RULE_COMPONENT,WELL_ACTIVITY_SOURCE,2,PPDM,WELL_ACTIVITY,SOURCE,PRC_WAC_FK,NO ACTION,4583
PPDM,PPDM_RULE_COMPONENT,ACTIVITY_OBS_NO,3,PPDM,WELL_ACTIVITY,ACTIVITY_OBS_NO,PRC_WAC_FK,NO ACTION,4584
PPDM,PPDM_RULE_COMPONENT,STRAT_UNIT_ID,2,PPDM,STRAT_UNIT,STRAT_UNIT_ID,PRC_STU_FK,NO ACTION,4585
PPDM,PPDM_RULE_COMPONENT,STRAT_NAME_SET_ID,1,PPDM,STRAT_UNIT,STRAT_NAME_SET_ID,PRC_STU_FK,NO ACTION,4586
PPDM,PPDM_RULE_COMPONENT,SEIS_SET_TYPE,2,PPDM,SEIS_SET,SEIS_SET_TYPE,PRC_SS_FK,NO ACTION,4587
PPDM,PPDM_RULE_COMPONENT,SEIS_SET_ID,1,PPDM,SEIS_SET,SEIS_SET_ID,PRC_SS_FK,NO ACTION,4588
PPDM,PPDM_RULE_COMPONENT,SPATIAL_OBS_NO,2,PPDM,SPATIAL_DESCRIPTION,SPATIAL_OBS_NO,PRC_SPD_FK,NO ACTION,4589
PPDM,PPDM_RULE_COMPONENT,SPATIAL_DESCRIPTION_ID,1,PPDM,SPATIAL_DESCRIPTION,SPATIAL_DESCRIPTION_ID,PRC_SPD_FK,NO ACTION,4590
PPDM,PPDM_RULE_COMPONENT,SEIS_SET_TYPE,2,PPDM,SEIS_LICENSE,SEIS_SET_TYPE,PRC_SLIC_FK,NO ACTION,4591
PPDM,PPDM_RULE_COMPONENT,SEIS_SET_ID,1,PPDM,SEIS_LICENSE,SEIS_SET_ID,PRC_SLIC_FK,NO ACTION,4592
PPDM,PPDM_RULE_COMPONENT,SEIS_LICENSE_ID,3,PPDM,SEIS_LICENSE,LICENSE_ID,PRC_SLIC_FK,NO ACTION,4593
PPDM,PPDM_RULE_COMPONENT,SUPPORT_FACILITY_ID,1,PPDM,SF_SUPPORT_FACILITY,SUPPORT_FACILITY_ID,PRC_SF_FK,NO ACTION,4594
PPDM,PPDM_RULE_COMPONENT,SF_TYPE,2,PPDM,SF_SUPPORT_FACILITY,SF_TYPE,PRC_SF_FK,NO ACTION,4595
PPDM,PPDM_RULE_COMPONENT,SAMPLE_ANAL_SOURCE,2,PPDM,SAMPLE_ANALYSIS,SOURCE,PRC_SA_FK,NO ACTION,4596
PPDM,PPDM_RULE_COMPONENT,ANALYSIS_ID,1,PPDM,SAMPLE_ANALYSIS,ANALYSIS_ID,PRC_SA_FK,NO ACTION,4597
PPDM,PPDM_RULE_COMPONENT,SW_APPLICATION_ID,1,PPDM,R_SW_APPLICATION,SW_APPLICATION_ID,PRC_R_SA_FK,NO ACTION,4598
PPDM,PPDM_RULE_COMPONENT,RULE_COMPONENT_TYPE,1,PPDM,R_PPDM_RULE_COMP_TYPE,RULE_COMPONENT_TYPE,PRC_R_PRCT1_FK,NO ACTION,4599
PPDM,PPDM_RULE_COMPONENT,RESENT_ID,1,PPDM,RESERVE_ENTITY,RESENT_ID,PRC_RSE_FK,NO ACTION,4600
PPDM,PPDM_RULE_COMPONENT,RESERVE_CLASS_ID,1,PPDM,RESERVE_CLASS,RESERVE_CLASS_ID,PRC_RSCL_FK,NO ACTION,4601
PPDM,PPDM_RULE_COMPONENT,THESAURUS_WORD_ID,2,PPDM,RM_THESAURUS_WORD,THESAURUS_WORD_ID,PRC_RMTW_FK,NO ACTION,4602
PPDM,PPDM_RULE_COMPONENT,THESAURUS_ID,1,PPDM,RM_THESAURUS_WORD,THESAURUS_ID,PRC_RMTW_FK,NO ACTION,4603
PPDM,PPDM_RULE_COMPONENT,PHYSICAL_ITEM_ID,1,PPDM,RM_PHYSICAL_ITEM,PHYSICAL_ITEM_ID,PRC_RMPI_FK,NO ACTION,4604
PPDM,PPDM_RULE_COMPONENT,INFO_ITEM_TYPE,2,PPDM,RM_INFORMATION_ITEM,INFO_ITEM_TYPE,PRC_RMII_FK,NO ACTION,4605
PPDM,PPDM_RULE_COMPONENT,INFORMATION_ITEM_ID,1,PPDM,RM_INFORMATION_ITEM,INFORMATION_ITEM_ID,PRC_RMII_FK,NO ACTION,4606
PPDM,PPDM_RULE_COMPONENT,STORE_STRUCTURE_OBS_NO,2,PPDM,RM_DATA_STORE_STRUCTURE,STRUCTURE_OBS_NO,PRC_RMDSS_FK,NO ACTION,4607
PPDM,PPDM_RULE_COMPONENT,STORE_ID,1,PPDM,RM_DATA_STORE_STRUCTURE,STORE_ID,PRC_RMDSS_FK,NO ACTION,4608
PPDM,PPDM_RULE_COMPONENT,RESTRICTION_VERSION,2,PPDM,RESTRICTION,RESTRICTION_VERSION,PRC_REST_FK,NO ACTION,4609
PPDM,PPDM_RULE_COMPONENT,RESTRICTION_ID,1,PPDM,RESTRICTION,RESTRICTION_ID,PRC_REST_FK,NO ACTION,4610
PPDM,PPDM_RULE_COMPONENT,RATE_SCHEDULE_ID,1,PPDM,RATE_SCHEDULE,RATE_SCHEDULE_ID,PRC_RATE_FK,NO ACTION,4611
PPDM,PPDM_RULE_COMPONENT,PPDM_TABLE_NAME,2,PPDM,PPDM_TABLE,TABLE_NAME,PRC_PT_FK,NO ACTION,4612
PPDM,PPDM_RULE_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_TABLE,SYSTEM_ID,PRC_PT_FK,NO ACTION,4613
PPDM,PPDM_RULE_COMPONENT,STRING_ID,3,PPDM,PROD_STRING,STRING_ID,PRC_PS_FK,NO ACTION,4614
PPDM,PPDM_RULE_COMPONENT,PR_STR_UWI,1,PPDM,PROD_STRING,UWI,PRC_PS_FK,NO ACTION,4615
PPDM,PPDM_RULE_COMPONENT,PR_STR_SOURCE,2,PPDM,PROD_STRING,SOURCE,PRC_PS_FK,NO ACTION,4616
PPDM,PPDM_RULE_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_SYSTEM,SYSTEM_ID,PRC_PSYS_FK,NO ACTION,4617
PPDM,PPDM_RULE_COMPONENT,SCHEMA_ENTITY_ID,2,PPDM,PPDM_SCHEMA_ENTITY,SCHEMA_ENTITY_ID,PRC_PSE_FK,NO ACTION,4618
PPDM,PPDM_RULE_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_SCHEMA_ENTITY,SYSTEM_ID,PRC_PSE_FK,NO ACTION,4619
PPDM,PPDM_RULE_COMPONENT,RULE_ID,1,PPDM,PPDM_RULE,RULE_ID,PRC_PR_FK,NO ACTION,4620
PPDM,PPDM_RULE_COMPONENT,PROJECT_ID,1,PPDM,PROJECT,PROJECT_ID,PRC_PROJ_FK,NO ACTION,4621
PPDM,PPDM_RULE_COMPONENT,PRODUCT_TYPE,1,PPDM,PRODUCT,PRODUCT_TYPE,PRC_PROD_FK,NO ACTION,4622
PPDM,PPDM_RULE_COMPONENT,POOL_ID,1,PPDM,POOL,POOL_ID,PRC_PL_FK,NO ACTION,4623
PPDM,PPDM_RULE_COMPONENT,PDEN_TYPE,2,PPDM,PDEN,PDEN_TYPE,PRC_PDE_FK,NO ACTION,4624
PPDM,PPDM_RULE_COMPONENT,PDEN_SOURCE,3,PPDM,PDEN,SOURCE,PRC_PDE_FK,NO ACTION,4625
PPDM,PPDM_RULE_COMPONENT,PDEN_ID,1,PPDM,PDEN,PDEN_ID,PRC_PDE_FK,NO ACTION,4626
PPDM,PPDM_RULE_COMPONENT,LAND_RIGHT_TYPE,2,PPDM,LAND_RIGHT,LAND_RIGHT_TYPE,PRC_LR_FK,NO ACTION,4627
PPDM,PPDM_RULE_COMPONENT,LAND_RIGHT_ID,1,PPDM,LAND_RIGHT,LAND_RIGHT_ID,PRC_LR_FK,NO ACTION,4628
PPDM,PPDM_RULE_COMPONENT,LITH_LOG_SOURCE,2,PPDM,LITH_LOG,LITH_LOG_SOURCE,PRC_LIL_FK,NO ACTION,4629
PPDM,PPDM_RULE_COMPONENT,LITHOLOGY_LOG_ID,1,PPDM,LITH_LOG,LITHOLOGY_LOG_ID,PRC_LIL_FK,NO ACTION,4630
PPDM,PPDM_RULE_COMPONENT,INTEREST_SET_SEQ_NO,2,PPDM,INTEREST_SET,INTEREST_SET_SEQ_NO,PRC_INT_FK,NO ACTION,4631
PPDM,PPDM_RULE_COMPONENT,INTEREST_SET_ID,1,PPDM,INTEREST_SET,INTEREST_SET_ID,PRC_INT_FK,NO ACTION,4632
PPDM,PPDM_RULE_COMPONENT,INSTRUMENT_ID,1,PPDM,INSTRUMENT,INSTRUMENT_ID,PRC_INS_FK,NO ACTION,4633
PPDM,PPDM_RULE_COMPONENT,INCIDENT_ID,1,PPDM,HSE_INCIDENT,INCIDENT_ID,PRC_HI_FK,NO ACTION,4634
PPDM,PPDM_RULE_COMPONENT,FOSSIL_ID,1,PPDM,FOSSIL,FOSSIL_ID,PRC_FOS_FK,NO ACTION,4635
PPDM,PPDM_RULE_COMPONENT,FIELD_ID,1,PPDM,FIELD,FIELD_ID,PRC_FLD_FK,NO ACTION,4636
PPDM,PPDM_RULE_COMPONENT,ENTITLEMENT_ID,1,PPDM,ENTITLEMENT,ENTITLEMENT_ID,PRC_ENT_FK,NO ACTION,4637
PPDM,PPDM_RULE_COMPONENT,CONTRACT_ID,1,PPDM,CONTRACT,CONTRACT_ID,PRC_C_FK,NO ACTION,4638
PPDM,PPDM_RULE_COMPONENT,PPDM_TABLE_NAME,2,PPDM,PPDM_COLUMN,TABLE_NAME,PRC_PC_FK,NO ACTION,4639
PPDM,PPDM_RULE_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_COLUMN,SYSTEM_ID,PRC_PC_FK,NO ACTION,4640
PPDM,PPDM_RULE_COMPONENT,PPDM_COLUMN_NAME,3,PPDM,PPDM_COLUMN,COLUMN_NAME,PRC_PC_FK,NO ACTION,4641
PPDM,PPDM_RULE_COMPONENT,PALEO_SUMMARY_ID,1,PPDM,PALEO_SUMMARY,PALEO_SUMMARY_ID,PRC_PASU_FK,NO ACTION,4642
PPDM,PPDM_RULE_COMPONENT,OBLIGATION_SEQ_NO,2,PPDM,OBLIGATION,OBLIGATION_SEQ_NO,PRC_OB_FK,NO ACTION,4643
PPDM,PPDM_RULE_COMPONENT,OBLIGATION_ID,1,PPDM,OBLIGATION,OBLIGATION_ID,PRC_OB_FK,NO ACTION,4644
PPDM,PPDM_RULE_COMPONENT,NOTIFICATION_ID,1,PPDM,NOTIFICATION,NOTIFICATION_ID,PRC_NOTI_FK,NO ACTION,4645
PPDM,PPDM_RULE_COMPONENT,LAND_SALE_NUMBER,2,PPDM,LAND_SALE,LAND_SALE_NUMBER,PRC_LS_FK,NO ACTION,4646
PPDM,PPDM_RULE_COMPONENT,JURISDICTION,1,PPDM,LAND_SALE,JURISDICTION,PRC_LS_FK,NO ACTION,4647
PPDM,PPDM_RULE_COMPONENT,EMPLOYER_BA_ID,1,PPDM,BA_EMPLOYEE,EMPLOYER_BA_ID,PRC_BAE_FK,NO ACTION,4648
PPDM,PPDM_RULE_COMPONENT,EMPLOYEE_OBS_NO,3,PPDM,BA_EMPLOYEE,EMPLOYEE_OBS_NO,PRC_BAE_FK,NO ACTION,4649
PPDM,PPDM_RULE_COMPONENT,EMPLOYEE_BA_ID,2,PPDM,BA_EMPLOYEE,EMPLOYEE_BA_ID,PRC_BAE_FK,NO ACTION,4650
PPDM,PPDM_RULE_COMPONENT,BUSINESS_ASSOCIATE,1,PPDM,BA_AUTHORITY,BUSINESS_ASSOCIATE,PRC_BAAU_FK,NO ACTION,4651
PPDM,PPDM_RULE_COMPONENT,AUTHORITY_ID,2,PPDM,BA_AUTHORITY,AUTHORITY_ID,PRC_BAAU_FK,NO ACTION,4652
PPDM,PPDM_RULE_DETAIL,REFERENCE_TABLE_NAME2,2,PPDM,PPDM_COLUMN,TABLE_NAME,PRD_PC_FK2,NO ACTION,4653
PPDM,PPDM_RULE_DETAIL,REFERENCE_SYSTEM_ID,1,PPDM,PPDM_COLUMN,SYSTEM_ID,PRD_PC_FK2,NO ACTION,4654
PPDM,PPDM_RULE_DETAIL,REFERENCE_COLUMN_NAME2,3,PPDM,PPDM_COLUMN,COLUMN_NAME,PRD_PC_FK2,NO ACTION,4655
PPDM,PPDM_RULE_DETAIL,REFERENCE_VALUE_TYPE,1,PPDM,R_PPDM_REF_VALUE_TYPE,REFERENCE_VALUE_TYPE,PRD_R_PRVT_FK,NO ACTION,4656
PPDM,PPDM_RULE_DETAIL,RULE_DETAIL_TYPE,1,PPDM,R_PPDM_RULE_DETAIL_TYPE,RULE_DETAIL_TYPE,PRD_R_PRDT_FK,NO ACTION,4657
PPDM,PPDM_RULE_DETAIL,BOOLEAN_RULE,1,PPDM,R_PPDM_BOOLEAN_RULE,BOOLEAN_RULE,PRD_R_PBRL_FK,NO ACTION,4658
PPDM,PPDM_RULE_DETAIL,REFERENCE_TABLE_NAME,2,PPDM,PPDM_TABLE,TABLE_NAME,PRD_PT_FK,NO ACTION,4659
PPDM,PPDM_RULE_DETAIL,REFERENCE_SYSTEM_ID,1,PPDM,PPDM_TABLE,SYSTEM_ID,PRD_PT_FK,NO ACTION,4660
PPDM,PPDM_RULE_DETAIL,RULE_ID,1,PPDM,PPDM_RULE,RULE_ID,PRD_PR_FK,NO ACTION,4661
PPDM,PPDM_RULE_DETAIL,REFERENCE_TABLE_NAME,2,PPDM,PPDM_COLUMN,TABLE_NAME,PRD_PC_FK,NO ACTION,4662
PPDM,PPDM_RULE_DETAIL,REFERENCE_SYSTEM_ID,1,PPDM,PPDM_COLUMN,SYSTEM_ID,PRD_PC_FK,NO ACTION,4663
PPDM,PPDM_RULE_DETAIL,REFERENCE_COLUMN_NAME,3,PPDM,PPDM_COLUMN,COLUMN_NAME,PRD_PC_FK,NO ACTION,4664
PPDM,PPDM_RULE_ENFORCEMENT,OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PRE_BA_FK,NO ACTION,4665
PPDM,PPDM_RULE_ENFORCEMENT,ENFORCE_METHOD,1,PPDM,R_PPDM_ENFORCE_METHOD,ENFORCE_METHOD,PRE_R_PREM_FK,NO ACTION,4666
PPDM,PPDM_RULE_ENFORCEMENT,SW_APPLICATION_ID,1,PPDM,R_SW_APPLICATION,SW_APPLICATION_ID,PRE_R_SA_FK,NO ACTION,4667
PPDM,PPDM_RULE_ENFORCEMENT,RULE_FAIL_RESULT,1,PPDM,R_PPDM_FAIL_RESULT,RULE_FAIL_RESULT,PRE_R_PFR_FK,NO ACTION,4668
PPDM,PPDM_RULE_ENFORCEMENT,RULE_ID,1,PPDM,PPDM_RULE,RULE_ID,PRE_PR_FK,NO ACTION,4669
PPDM,PPDM_RULE_XREF,RULE_ID,1,PPDM,PPDM_RULE,RULE_ID,PRX_PR_FK,NO ACTION,4670
PPDM,PPDM_RULE_XREF,RULE_XREF_TYPE,1,PPDM,R_PPDM_RULE_XREF_TYPE,RULE_XREF_TYPE,PRX_R_PRXT_FK,NO ACTION,4671
PPDM,PPDM_RULE_XREF,RULE_XREF_CONDITION,1,PPDM,R_PPDM_RULE_XREF_COND,RULE_XREF_CONDITION,PRX_R_PRXC_FK,NO ACTION,4672
PPDM,PPDM_RULE_XREF,RULE_ID2,1,PPDM,PPDM_RULE,RULE_ID,PRX_PR_FK2,NO ACTION,4673
PPDM,PPDM_SCHEMA_ENTITY,DOMAIN,1,PPDM,PPDM_DOMAIN,DOMAIN,PSE_PD_FK,NO ACTION,4674
PPDM,PPDM_SCHEMA_ENTITY,SYSTEM_ID,1,PPDM,PPDM_SYSTEM,SYSTEM_ID,PSE_PSYS_FK,NO ACTION,4675
PPDM,PPDM_SCHEMA_ENTITY,ELEMENT_TYPE,1,PPDM,R_PPDM_SCHEMA_ENTITY,ELEMENT_TYPE,PSE_R_PSET_FK,NO ACTION,4676
PPDM,PPDM_SCHEMA_ENTITY,DATA_TYPE,1,PPDM,R_PPDM_DATA_TYPE,DATA_TYPE,PSE_R_PDT1_FK,NO ACTION,4677
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PSEA_BA_FK,NO ACTION,4678
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,SCHEMA_ENTITY_ID,2,PPDM,PPDM_SCHEMA_ENTITY,SCHEMA_ENTITY_ID,PSEA_PSE_FK,NO ACTION,4679
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,SYSTEM_ID,1,PPDM,PPDM_SCHEMA_ENTITY,SYSTEM_ID,PSEA_PSE_FK,NO ACTION,4680
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,SOURCE_DOCUMENT,1,PPDM,SOURCE_DOCUMENT,SOURCE_DOCUMENT,PSEA_SRCD_FK,NO ACTION,4681
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,SW_APPLICATION_ID,1,PPDM,R_SW_APPLICATION,SW_APPLICATION_ID,PSEA_R_SA_FK,NO ACTION,4682
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,LANGUAGE_ID,1,PPDM,R_LANGUAGE,LANGUAGE_ID,PSEA_R_LANG_FK,NO ACTION,4683
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,ALIAS_TYPE,1,PPDM,R_ALIAS_TYPE,ALIAS_TYPE,PSEA_R_ATY_FK,NO ACTION,4684
PPDM,PPDM_SCHEMA_ENTITY_ALIAS,ALIAS_REASON_TYPE,1,PPDM,R_ALIAS_REASON_TYPE,REASON_TYPE,PSEA_R_ART_FK,NO ACTION,4685
PPDM,PPDM_SCHEMA_GROUP,COMP_SCHEMA_ENTITY_ID,2,PPDM,PPDM_SCHEMA_ENTITY,SCHEMA_ENTITY_ID,PSG_PSE_FK2,NO ACTION,4686
PPDM,PPDM_SCHEMA_GROUP,GROUP_SYSTEM_ID,1,PPDM,PPDM_SCHEMA_ENTITY,SYSTEM_ID,PSG_PSE_FK2,NO ACTION,4687
PPDM,PPDM_SCHEMA_GROUP,SCHEMA_GROUP_TYPE,1,PPDM,R_PPDM_SCHEMA_GROUP,SCHEMA_GROUP_TYPE,PSG_R_PSGT_FK,NO ACTION,4688
PPDM,PPDM_SCHEMA_GROUP,GROUP_SCHEMA_ENTITY_ID,2,PPDM,PPDM_SCHEMA_ENTITY,SCHEMA_ENTITY_ID,PSG_PSE_FK,NO ACTION,4689
PPDM,PPDM_SCHEMA_GROUP,GROUP_SYSTEM_ID,1,PPDM,PPDM_SCHEMA_ENTITY,SYSTEM_ID,PSG_PSE_FK,NO ACTION,4690
PPDM,PPDM_SYSTEM,TECHNICAL_OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PSYS_BA_FK2,NO ACTION,4691
PPDM,PPDM_SYSTEM,OPERATING_SYSTEM,1,PPDM,R_PPDM_OPERATING_SYSTEM,OPERATING_SYSTEM,PSYS_R_POS_FK,NO ACTION,4692
PPDM,PPDM_SYSTEM,PPDM_SYSTEM_TYPE,1,PPDM,R_PPDM_SYSTEM_TYPE,PPDM_SYSTEM_TYPE,PSYS_R_PPST_FK,NO ACTION,4693
PPDM,PPDM_SYSTEM,RDBMS_ID,1,PPDM,R_PPDM_RDBMS,RDBMS_ID,PSYS_R_PRDB_FK,NO ACTION,4694
PPDM,PPDM_SYSTEM,BUSINESS_OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PSYS_BA_FK3,NO ACTION,4695
PPDM,PPDM_SYSTEM,CREATOR_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PSYS_BA_FK,NO ACTION,4696
PPDM,PPDM_SYSTEM_ALIAS,OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,PSA_BA_FK,NO ACTION,4697
PPDM,PPDM_SYSTEM_ALIAS,SOURCE_DOCUMENT,1,PPDM,SOURCE_DOCUMENT,SOURCE_DOCUMENT,PSA_SRCD_FK,NO ACTION,4698
