OWNER,TABLE_NAME,COLUMN_NAME,POSITION,R_OWNER,R_TABLE_NAME,R_COLUMN_NAME,CONSTRAINT_NAME,DELETE_RULE,ID
PPDM,APPLICATION_COMPONENT,SPATIAL_OBS_NO,2,PPDM,SPATIAL_DESCRIPTION,SPATIAL_OBS_NO,APPC_SPD_FK,NO ACTION,65
PPDM,APPLICATION_COMPONENT,SPATIAL_DESCRIPTION_ID,1,PPDM,SPATIAL_DESCRIPTION,SPATIAL_DESCRIPTION_ID,APPC_SPD_FK,NO ACTION,66
PPDM,APPLICATION_COMPONENT,SUPPORT_FACILITY_ID,1,PPDM,SF_SUPPORT_FACILITY,SUPPORT_FACILITY_ID,APPC_SF_FK,NO ACTION,67
PPDM,APPLICATION_COMPONENT,SF_TYPE,2,PPDM,SF_SUPPORT_FACILITY,SF_TYPE,APPC_SF_FK,NO ACTION,68
PPDM,APPLICATION_COMPONENT,SAMPLE_ANAL_SOURCE,2,PPDM,SAMPLE_ANALYSIS,SOURCE,APPC_SA_FK,NO ACTION,69
PPDM,APPLICATION_COMPONENT,ANALYSIS_ID,1,PPDM,SAMPLE_ANALYSIS,ANALYSIS_ID,APPC_SA_FK,NO ACTION,70
PPDM,APPLICATION_COMPONENT,STORE_STRUCTURE_OBS_NO,2,PPDM,RM_DATA_STORE_STRUCTURE,STRUCTURE_OBS_NO,APPC_RMDSS_FK,NO ACTION,71
PPDM,APPLICATION_COMPONENT,STORE_ID,1,PPDM,RM_DATA_STORE_STRUCTURE,STORE_ID,APPC_RMDSS_FK,NO ACTION,72
PPDM,APPLICATION_COMPONENT,RATE_SCHEDULE_ID,1,PPDM,RATE_SCHEDULE,RATE_SCHEDULE_ID,APPC_RATE_FK,NO ACTION,73
PPDM,APPLICATION_COMPONENT,PPDM_TABLE_NAME,2,PPDM,PPDM_TABLE,TABLE_NAME,APPC_PT_FK,NO ACTION,74
PPDM,APPLICATION_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_TABLE,SYSTEM_ID,APPC_PT_FK,NO ACTION,75
PPDM,APPLICATION_COMPONENT,STRING_ID,3,PPDM,PROD_STRING,STRING_ID,APPC_PS_FK,NO ACTION,76
PPDM,APPLICATION_COMPONENT,PR_STR_UWI,1,PPDM,PROD_STRING,UWI,APPC_PS_FK,NO ACTION,77
PPDM,APPLICATION_COMPONENT,PR_STR_SOURCE,2,PPDM,PROD_STRING,SOURCE,APPC_PS_FK,NO ACTION,78
PPDM,APPLICATION_COMPONENT,PPDM_SYSTEM_ID,1,PPDM,PPDM_SYSTEM,SYSTEM_ID,APPC_PSYS_FK,NO ACTION,79
PPDM,APPLICATION_COMPONENT,PROJECT_ID,1,PPDM,PROJECT,PROJECT_ID,APPC_PROJ_FK,NO ACTION,80
PPDM,APPLICATION_COMPONENT,CONTRACT_ID,1,PPDM,CONTRACT,CONTRACT_ID,APPC_C_FK,NO ACTION,81
PPDM,APPLICATION_COMPONENT,CONTEST_ID,1,PPDM,CONTEST,CONTEST_ID,APPC_COT_FK,NO ACTION,82
PPDM,APPLICATION_COMPONENT,CLASS_LEVEL_ID,2,PPDM,CLASS_LEVEL,CLASS_LEVEL_ID,APPC_CLSL_FK,NO ACTION,83
PPDM,APPLICATION_COMPONENT,CLASSIFICATION_SYSTEM_ID,1,PPDM,CLASS_LEVEL,CLASSIFICATION_SYSTEM_ID,APPC_CLSL_FK,NO ACTION,84
PPDM,APPLICATION_COMPONENT,CATALOGUE_EQUIP_ID,1,PPDM,CAT_EQUIPMENT,CATALOGUE_EQUIP_ID,APPC_CEQ_FK,NO ACTION,85
PPDM,APPLICATION_COMPONENT,BUSINESS_ASSOCIATE,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,APPC_BA_FK,NO ACTION,86
PPDM,APPLIC_ALIAS,OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,APPAL_BA_FK,NO ACTION,87
PPDM,APPLIC_ALIAS,SW_APPLICATION_ID,1,PPDM,R_SW_APPLICATION,SW_APPLICATION_ID,APPAL_R_SA_FK,NO ACTION,88
PPDM,APPLIC_ALIAS,APPLICATION_ID,1,PPDM,APPLICATION,APPLICATION_ID,APPAL_APP_FK,NO ACTION,89
PPDM,APPLIC_ALIAS,SOURCE_DOCUMENT,1,PPDM,SOURCE_DOCUMENT,SOURCE_DOCUMENT,APPAL_SRCD_FK,NO ACTION,90
PPDM,APPLIC_ALIAS,LANGUAGE_ID,1,PPDM,R_LANGUAGE,LANGUAGE_ID,APPAL_R_LANG_FK,NO ACTION,91
PPDM,APPLIC_ALIAS,ALIAS_REASON_TYPE,1,PPDM,R_ALIAS_REASON_TYPE,REASON_TYPE,APPAL_R_ART_FK,NO ACTION,92
PPDM,APPLIC_ALIAS,ALIAS_TYPE,1,PPDM,R_ALIAS_TYPE,ALIAS_TYPE,APPAL_R_ATY_FK,NO ACTION,93
PPDM,APPLIC_AREA,AREA_TYPE,2,PPDM,AREA,AREA_TYPE,APPA_A_FK,NO ACTION,94
PPDM,APPLIC_AREA,AREA_ID,1,PPDM,AREA,AREA_ID,APPA_A_FK,NO ACTION,95
PPDM,APPLIC_AREA,APPLICATION_ID,1,PPDM,APPLICATION,APPLICATION_ID,APPA_APP_FK,NO ACTION,96
PPDM,APPLIC_ATTACH,SENT_BY,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,APPT_BA_FK,NO ACTION,97
PPDM,APPLIC_ATTACH,APPLICATION_ID,1,PPDM,APPLICATION,APPLICATION_ID,APPT_APP_FK,NO ACTION,98
PPDM,APPLIC_ATTACH,ATTACHMENT_TYPE,1,PPDM,R_APPLIC_ATTACHMENT,ATTACHMENT_TYPE,APPT_R_AA_FK,NO ACTION,99
PPDM,APPLIC_ATTACH,PHYSICAL_ITEM_ID,1,PPDM,RM_PHYSICAL_ITEM,PHYSICAL_ITEM_ID,APPT_RMPI_FK,NO ACTION,100
PPDM,APPLIC_BA,APPLICATION_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,APPB_BA_FK,NO ACTION,101
PPDM,APPLIC_BA,APPLICATION_BA_ROLE,1,PPDM,R_APPLIC_BA_ROLE,APPLICATION_BA_ROLE,APPB_R_ABR_FK,NO ACTION,102
PPDM,APPLIC_BA,APPLICATION_ID,1,PPDM,APPLICATION,APPLICATION_ID,APPB_APP_FK,NO ACTION,103
PPDM,APPLIC_BA,CONTACT_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,APPB_BA_FK2,NO ACTION,104
PPDM,APPLIC_DESC,CONTACT_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,APPD_BA_FK,NO ACTION,105
PPDM,APPLIC_DESC,APPLICATION_ID,1,PPDM,APPLICATION,APPLICATION_ID,APPD_APP_FK,NO ACTION,106
PPDM,APPLIC_DESC,APPLIC_DESC_TYPE,2,PPDM,R_APPLIC_DESC,APPLIC_DESC_TYPE,APPD_R_ADE_FK,NO ACTION,107
PPDM,APPLIC_DESC,APPLICATION_TYPE,1,PPDM,R_APPLIC_DESC,APPLICATION_TYPE,APPD_R_ADE_FK,NO ACTION,108
PPDM,APPLIC_REMARK,MADE_BY_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,APPR_BA_FK,NO ACTION,109
PPDM,APPLIC_REMARK,APPLICATION_ID,1,PPDM,APPLICATION,APPLICATION_ID,APPR_APP_FK,NO ACTION,110
PPDM,APPLIC_REMARK,REMARK_TYPE,1,PPDM,R_APPLIC_REMARK_TYPE,REMARK_TYPE,APPR_R_ARMT_FK,NO ACTION,111
PPDM,AREA,COORD_ACQUISITION_ID,1,PPDM,CS_COORD_ACQUISITION,ACQUISITION_ID,A_CSCA_FK,NO ACTION,112
PPDM,AREA,COORD_SYSTEM_ID,1,PPDM,CS_COORDINATE_SYSTEM,COORD_SYSTEM_ID,A_CS_FK,NO ACTION,113
PPDM,AREA,SOURCE_DOCUMENT,1,PPDM,SOURCE_DOCUMENT,SOURCE_DOCUMENT,A_SRCD_FK,NO ACTION,114
PPDM,AREA,LOCAL_COORD_SYSTEM_ID,1,PPDM,CS_COORDINATE_SYSTEM,COORD_SYSTEM_ID,A_CS_FK2,NO ACTION,115
PPDM,AREA,AREA_TYPE,1,PPDM,R_AREA_TYPE,AREA_TYPE,A_R_ARTY_FK,NO ACTION,116
PPDM,AREA_ALIAS,AREA_TYPE,2,PPDM,AREA,AREA_TYPE,AA_A_FK,NO ACTION,117
PPDM,AREA_ALIAS,AREA_ID,1,PPDM,AREA,AREA_ID,AA_A_FK,NO ACTION,118
PPDM,AREA_ALIAS,OWNER_BA_ID,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,AA_BA_FK,NO ACTION,119
PPDM,AREA_ALIAS,ALIAS_REASON_TYPE,1,PPDM,R_ALIAS_REASON_TYPE,REASON_TYPE,AA_R_ART_FK,NO ACTION,120
PPDM,AREA_ALIAS,SW_APPLICATION_ID,1,PPDM,R_SW_APPLICATION,SW_APPLICATION_ID,AA_R_SA_FK,NO ACTION,121
PPDM,AREA_ALIAS,SOURCE_DOCUMENT,1,PPDM,SOURCE_DOCUMENT,SOURCE_DOCUMENT,AA_SRCD_FK,NO ACTION,122
PPDM,AREA_ALIAS,ALIAS_TYPE,1,PPDM,R_ALIAS_TYPE,ALIAS_TYPE,AA_R_ATY_FK,NO ACTION,123
PPDM,AREA_COMPONENT,AREA_TYPE,2,PPDM,AREA,AREA_TYPE,ACMP_A_FK,NO ACTION,124
PPDM,AREA_COMPONENT,AREA_ID,1,PPDM,AREA,AREA_ID,ACMP_A_FK,NO ACTION,125
PPDM,AREA_COMPONENT,BUSINESS_ASSOCIATE,1,PPDM,BA_AUTHORITY,BUSINESS_ASSOCIATE,ACMP_BAAU_FK,NO ACTION,126
PPDM,AREA_COMPONENT,AUTHORITY_ID,2,PPDM,BA_AUTHORITY,AUTHORITY_ID,ACMP_BAAU_FK,NO ACTION,127
PPDM,AREA_COMPONENT,ENTITLEMENT_ID,1,PPDM,ENTITLEMENT,ENTITLEMENT_ID,ACMP_ENT_FK,NO ACTION,128
PPDM,AREA_COMPONENT,CONTRACT_ID,1,PPDM,CONTRACT,CONTRACT_ID,ACMP_C_FK,NO ACTION,129
PPDM,AREA_COMPONENT,CONSULT_ID,1,PPDM,CONSULT,CONSULT_ID,ACMP_CO_FK,NO ACTION,130
PPDM,AREA_COMPONENT,CONTEST_ID,1,PPDM,CONTEST,CONTEST_ID,ACMP_COT_FK,NO ACTION,131
PPDM,AREA_COMPONENT,CONSENT_ID,1,PPDM,CONSENT,CONSENT_ID,ACMP_CON_FK,NO ACTION,132
PPDM,AREA_COMPONENT,CLASS_LEVEL_ID,2,PPDM,CLASS_LEVEL,CLASS_LEVEL_ID,ACMP_CLSL_FK,NO ACTION,133
PPDM,AREA_COMPONENT,CLASSIFICATION_SYSTEM_ID,1,PPDM,CLASS_LEVEL,CLASSIFICATION_SYSTEM_ID,ACMP_CLSL_FK,NO ACTION,134
PPDM,AREA_COMPONENT,CATALOGUE_EQUIP_ID,1,PPDM,CAT_EQUIPMENT,CATALOGUE_EQUIP_ID,ACMP_CEQ_FK,NO ACTION,135
PPDM,AREA_COMPONENT,CATALOGUE_ADDITIVE_ID,1,PPDM,CAT_ADDITIVE,CATALOGUE_ADDITIVE_ID,ACMP_CA_FK,NO ACTION,136
PPDM,AREA_COMPONENT,BUSINESS_ASSOCIATE,1,PPDM,BUSINESS_ASSOCIATE,BUSINESS_ASSOCIATE,ACMP_BA_FK,NO ACTION,137
