id,TABLE_NAME,COLUMN_NAME,SOURCETABLENAME,SOURCECOLUMNNAME
530,R_SOURCE,SOURCE,R_REPORT_HIER_COMP,SOURCE
531,R_SOURCE,SOURCE,R_RESENT_CONFIDENCE,SOURCE
532,R_SOURCE,SOURCE,R_REST_DURATION,SOURCE
533,R_SOURCE,SOURCE,R_REST_TYPE,SOURCE
534,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_DESILTER_TYPE,ROW_QUALITY
535,R_SOURCE,SOURCE,R_RIG_MAST,SOURCE
536,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_SUBSTRUCTURE,ROW_QUALITY
537,R_SOURCE,SOURCE,R_RIG_TYPE,SOURCE
538,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RMII_CONTACT_TYPE,ROW_QUALITY
539,R_SOURCE,SOURCE,R_RMII_CONTENT_TYPE,SOURCE
540,R_SOURCE,SOURCE,R_ROAD_CONDITION,SOURCE
541,R_SOURCE,SOURCE,R_SAMPLE_COLLECTION_TYPE,SOURCE
542,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SAMPLE_SHAPE,ROW_QUALITY
543,R_SOURCE,SOURCE,R_SAMPLE_WATER_TYPE,SOURCE
544,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_3D_TYPE,ROW_QUALITY
545,R_SOURCE,SOURCE,R_SEIS_ACTIVITY_TYPE,SOURCE
546,R_SOURCE,SOURCE,R_SEIS_AUTHORIZE_LIMIT,SOURCE
547,R_SOURCE,SOURCE,R_SEIS_BIN_METHOD,SOURCE
548,R_SOURCE,SOURCE,R_SEIS_CABLE_MAKE,SOURCE
549,R_SOURCE,SOURCE,R_SEIS_ENERGY_TYPE,SOURCE
550,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_PATCH_TYPE,ROW_QUALITY
551,R_SOURCE,SOURCE,R_SEIS_PICK_METHOD,SOURCE
552,R_SOURCE,SOURCE,R_SEIS_PROC_PARM,SOURCE
553,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_SEIS_PROC_PARM,PROPERTY_SET_ID
554,R_SOURCE,SOURCE,R_SEIS_PROC_STATUS,SOURCE
555,R_SOURCE,SOURCE,R_SEIS_RCRD_FMT_TYPE,SOURCE
