id,TABLE_NAME,COLUMN_NAME,SOURCETABLENAME,SOURCECOLUMNNAME
556,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_REF_NUM_TYPE,ROW_QUALITY
557,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_SEGMENT_REASON,ROW_QUALITY
558,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_TRANS_COMP_TYPE,ROW_QUALITY
559,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEVERITY,ROW_QUALITY
560,R_SOURCE,SOURCE,R_SF_COMPONENT_TYPE,SOURCE
561,R_SOURCE,SOURCE,R_SF_DESC_TYPE,SOURCE
562,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_SF_DESC_TYPE,PROPERTY_SET_ID
563,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_DESC_VALUE,ROW_QUALITY
564,R_SOURCE,SOURCE,R_SF_MAINTAIN_TYPE,SOURCE
565,R_SOURCE,SOURCE,R_SF_STATUS,SOURCE
566,R_SOURCE,SOURCE,R_SF_VEHICLE_TYPE,SOURCE
567,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SHUTIN_PRESS_TYPE,ROW_QUALITY
568,PROJECT,PROJECT_ID,R_SOURCE_ORIGIN,PROJECT_ID
569,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SP_ZONE_DEFIN__XREF,ROW_QUALITY
570,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STATUS_GROUP,ROW_QUALITY
571,R_SOURCE,SOURCE,R_STATUS_GROUP,SOURCE
572,R_SOURCE,SOURCE,R_STRAT_COL_XREF_TYPE,SOURCE
573,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STRAT_INTERP_METHOD,ROW_QUALITY
574,R_SOURCE,SOURCE,R_STRAT_STATUS,SOURCE
575,R_SOURCE,SOURCE,R_STRAT_UNIT_COMP_TYPE,SOURCE
576,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STREAMER_POSITION,ROW_QUALITY
577,R_WELL_TEST_TYPE,WELL_TEST_TYPE,R_TEST_SUBTYPE,TEST_TYPE
578,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_TITLE_OWN_TYPE,ROW_QUALITY
579,R_SOURCE,SOURCE,R_TREATMENT_TYPE,SOURCE
580,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_VELOCITY_DIMENSION,ROW_QUALITY
581,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_VELOCITY_TYPE,ROW_QUALITY
582,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_VOLUME_METHOD,ROW_QUALITY
583,R_SOURCE,SOURCE,R_WASTE_HAZARD_TYPE,SOURCE
584,R_SOURCE,SOURCE,R_WASTE_ORIGIN,SOURCE
585,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_ACTIVITY_CAUSE,ROW_QUALITY
586,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_ACT_TYPE_EQUIV,ROW_QUALITY
587,R_SOURCE,SOURCE,R_WELL_ALIAS_LOCATION,SOURCE
588,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_CIRC_PRESS_TYPE,ROW_QUALITY
589,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_COMPONENT_TYPE,ROW_QUALITY
590,R_SOURCE,SOURCE,R_WELL_LEVEL_TYPE,SOURCE
591,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_QUALIFIC_TYPE,ROW_QUALITY
592,R_SOURCE,SOURCE,R_WELL_REF_VALUE_TYPE,SOURCE
593,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_RELATIONSHIP,ROW_QUALITY
594,R_WELL_SERVICE_METRIC,SERVICE_METRIC,R_WELL_SERV_METRIC_CODE,SERVICE_METRIC
595,R_SOURCE,SOURCE,R_WO_DELIVERY_TYPE,SOURCE
596,R_SOURCE,SOURCE,R_ACTIVITY_SET_TYPE,SOURCE
597,R_SOURCE,SOURCE,R_ADDITIVE_TYPE,SOURCE
598,R_SOURCE,SOURCE,R_ALIAS_TYPE,SOURCE
599,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_ANALYSIS_PROPERTY,PROPERTY_SET_ID
600,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_AOF_ANALYSIS_TYPE,ROW_QUALITY
601,R_SOURCE,SOURCE,R_AOF_CALC_METHOD,SOURCE
602,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_APPLICATION_COMP_TYPE,ROW_QUALITY
603,R_SOURCE,SOURCE,R_AUTHOR_TYPE,SOURCE
604,R_SOURCE,SOURCE,R_BA_AUTHORITY_COMP_TYPE,SOURCE
605,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_BA_COMPONENT_TYPE,ROW_QUALITY
606,R_INST_DETAIL_TYPE,INSTRUMENT_DETAIL_TYPE,R_BA_DESC_CODE,BA_DESC_TYPE
607,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_BA_DESC_REF_VALUE,ROW_QUALITY
608,R_SOURCE,SOURCE,R_BA_DESC_REF_VALUE,SOURCE
609,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_BA_DESC_TYPE,ROW_QUALITY
610,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_BA_ORGANIZATION_COMP_TYPE,ROW_QUALITY
611,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_BH_PRESS_TEST_TYPE,ROW_QUALITY
612,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_BIT_CUT_STRUCT_DULL,ROW_QUALITY
613,R_SOURCE,SOURCE,R_BIT_CUT_STRUCT_LOC,SOURCE
614,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_CAT_EQUIP_SPEC,PROPERTY_SET_ID
615,R_CAT_EQUIP_SPEC,SPEC_TYPE,R_CAT_EQUIP_SPEC_CODE,SPEC_TYPE
616,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_CLASS_DESC_PROPERTY,PROPERTY_SET_ID
617,R_SOURCE,SOURCE,R_CLIMATE,SOURCE
618,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CLIMATE,ROW_QUALITY
619,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_COLLAR_TYPE,ROW_QUALITY
620,R_SOURCE,SOURCE,R_COLOR_PALETTE,SOURCE
621,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_COMPLETION_STATUS_TYPE,ROW_QUALITY
622,R_SOURCE,SOURCE,R_COMPLETION_STATUS_TYPE,SOURCE
623,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONSULT_DISC_TYPE,ROW_QUALITY
624,R_SOURCE,SOURCE,R_CONSULT_DISC_TYPE,SOURCE
625,R_SOURCE,SOURCE,R_CONSULT_TYPE,SOURCE
626,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONTEST_RESOLUTION,ROW_QUALITY
627,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONTEST_TYPE,ROW_QUALITY
628,R_SOURCE,SOURCE,R_CONT_EXTEND_TYPE,SOURCE
629,R_SOURCE,SOURCE,R_CONT_INSUR_ELECT,SOURCE
630,R_SOURCE,SOURCE,R_CONT_STATUS_TYPE,SOURCE
631,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONT_XREF_TYPE,ROW_QUALITY
632,R_SOURCE,SOURCE,R_CONT_XREF_TYPE,SOURCE
633,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_COORD_COMPUTE,ROW_QUALITY
634,R_SOURCE,SOURCE,R_COORD_COMPUTE,SOURCE
635,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CORRECTION_METHOD,ROW_QUALITY
636,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CURVE_XREF_TYPE,ROW_QUALITY
637,R_SOURCE,SOURCE,R_CURVE_XREF_TYPE,SOURCE
638,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CUTTING_FLUID,ROW_QUALITY
639,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DATA_CIRC_STATUS,ROW_QUALITY
640,R_SOURCE,SOURCE,R_DATE_FORMAT_TYPE,SOURCE
641,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DECRYPT_TYPE,ROW_QUALITY
642,R_SOURCE,SOURCE,R_DEDUCT_TYPE,SOURCE
643,R_SOURCE,SOURCE,R_DIGITAL_OUTPUT,SOURCE
644,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DIRECTION,ROW_QUALITY
645,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DIR_SRVY_POINT_TYPE,ROW_QUALITY
646,R_SOURCE,SOURCE,R_DIR_SRVY_TYPE,SOURCE
647,R_SOURCE,SOURCE,R_DIST_REF_PT,SOURCE
648,R_SOURCE,SOURCE,R_DRILLING_MEDIA,SOURCE
649,R_SOURCE,SOURCE,R_DRILL_ASSEMBLY_COMP,SOURCE
650,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DRILL_STAT_CODE,ROW_QUALITY
651,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_DRILL_STAT_TYPE,PROPERTY_SET_ID
652,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_ECONOMIC_SCHEDULE,PROPERTY_SET_ID
653,R_SOURCE,SOURCE,R_ECOZONE_TYPE,SOURCE
654,R_SOURCE,SOURCE,R_ENHANCED_REC_TYPE,SOURCE
655,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ENT_COMPONENT_TYPE,ROW_QUALITY
656,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ENT_EXPIRY_ACTION,ROW_QUALITY
657,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ENT_SEC_GROUP_XREF,ROW_QUALITY
658,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ENVIRONMENT,ROW_QUALITY
659,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_EQUIP_BA_ROLE_TYPE,ROW_QUALITY
660,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_EQUIP_SPEC,PROPERTY_SET_ID
661,R_SOURCE,SOURCE,R_EQUIP_SPEC_REF_TYPE,SOURCE
662,R_EQUIP_STATUS_TYPE,STATUS_TYPE,R_EQUIP_STATUS,STATUS_TYPE
663,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_EQUIP_USE_STAT_TYPE,ROW_QUALITY
664,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_EQUIP_XREF_TYPE,ROW_QUALITY
665,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_EW_DIRECTION,ROW_QUALITY
666,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_EW_START_LINE,ROW_QUALITY
667,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FACILITY_COMP_TYPE,ROW_QUALITY
668,R_SOURCE,SOURCE,R_FACILITY_SPEC_CODE,SOURCE
669,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FACILITY_XREF_TYPE,ROW_QUALITY
670,R_SOURCE,SOURCE,R_FACILITY_XREF_TYPE,SOURCE
671,R_SOURCE,SOURCE,R_FAC_LIC_COND,SOURCE
672,R_SOURCE,SOURCE,R_FAC_MAINTAIN_TYPE,SOURCE
673,R_FAC_MAINT_STATUS_TYPE,MAINTAIN_STATUS_TYPE,R_FAC_MAINT_STATUS,MAINTAIN_STATUS_TYPE
674,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FIN_COST_TYPE,ROW_QUALITY
675,R_SOURCE,SOURCE,R_FIN_COST_TYPE,SOURCE
676,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FIN_STATUS,ROW_QUALITY
677,R_SOURCE,SOURCE,R_FOS_TAXON_GROUP,SOURCE
678,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_FOS_XREF,ROW_QUALITY
679,R_SOURCE,SOURCE,R_HOLE_CONDITION,SOURCE
680,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_HSE_RESPONSE_TYPE,ROW_QUALITY
681,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INCIDENT_CAUSE_CODE,ROW_QUALITY
682,R_INCIDENT_CAUSE_TYPE,CAUSE_TYPE,R_INCIDENT_CAUSE_CODE,CAUSE_TYPE
683,R_SOURCE,SOURCE,R_INCIDENT_CAUSE_TYPE,SOURCE
684,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INCIDENT_SUBSTANCE,ROW_QUALITY
685,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INCIDENT_SUBST_ROLE,ROW_QUALITY
686,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_INST_DETAIL_TYPE,PROPERTY_SET_ID
687,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_INTERP_ORIGIN_TYPE,ROW_QUALITY
688,R_SOURCE,SOURCE,R_INT_SET_COMPONENT,SOURCE
689,R_SOURCE,SOURCE,R_INT_SET_STATUS,SOURCE
690,R_SOURCE,SOURCE,R_INT_SET_XREF_TYPE,SOURCE
691,R_SOURCE,SOURCE,R_INV_MATERIAL_TYPE,SOURCE
692,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_ACQTN_METHOD,ROW_QUALITY
693,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_BIDDER_TYPE,ROW_QUALITY
694,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_COMPONENT_TYPE,ROW_QUALITY
695,R_SOURCE,SOURCE,R_LAND_REF_NUM_TYPE,SOURCE
696,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_REQ_STATUS,ROW_QUALITY
697,R_SOURCE,SOURCE,R_LAND_RIGHT_STATUS,SOURCE
698,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LAND_STATUS_TYPE,ROW_QUALITY
699,R_SOURCE,SOURCE,R_LAND_TRACT_TYPE,SOURCE
700,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LANGUAGE,ROW_QUALITY
701,R_SOURCE,SOURCE,R_LEGAL_SURVEY_TYPE,SOURCE
702,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LICENSE_STATUS,ROW_QUALITY
703,R_SOURCE,SOURCE,R_LITH_BOUNDARY_TYPE,SOURCE
704,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_COLLECT_METHOD,ROW_QUALITY
705,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_CONSOLIDATION,ROW_QUALITY
706,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_DISTRIBUTION,ROW_QUALITY
707,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_LOG_TYPE,ROW_QUALITY
708,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_OIL_STAIN,ROW_QUALITY
709,R_SOURCE,SOURCE,R_LITH_PATTERN_CODE,SOURCE
710,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LITH_ROUNDING,ROW_QUALITY
711,R_SOURCE,SOURCE,R_LITH_SCALE_SCHEME,SOURCE
712,R_SOURCE,SOURCE,R_LITH_SORTING,SOURCE
713,R_SOURCE,SOURCE,R_LITH_SOURCE,SOURCE
714,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LOCATION_QUALIFIER,ROW_QUALITY
715,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LOG_CORRECT_METHOD,ROW_QUALITY
716,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LOG_DEPTH_TYPE,ROW_QUALITY
717,R_SOURCE,SOURCE,R_LOG_DIRECTION,SOURCE
718,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LOG_MATRIX,ROW_QUALITY
719,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_LOG_TOOL_TYPE,ROW_QUALITY
720,R_SOURCE,SOURCE,R_LR_SIZE_TYPE,SOURCE
721,R_SOURCE,SOURCE,R_MBAL_COMPRESS_TYPE,SOURCE
722,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_MISC_DATA_TYPE,ROW_QUALITY
723,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_MUD_PROPERTY_CODE,ROW_QUALITY
724,R_SOURCE,SOURCE,R_MUD_PROPERTY_TYPE,SOURCE
725,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_NORTH,ROW_QUALITY
726,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_NOTIFICATION_COMP_TYPE,ROW_QUALITY
727,R_SOURCE,SOURCE,R_NOTIFICATION_TYPE,SOURCE
728,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_NS_START_LINE,ROW_QUALITY
729,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_OBLIG_PAY_RESP,ROW_QUALITY
730,R_SOURCE,SOURCE,R_OBLIG_TYPE,SOURCE
731,R_SOURCE,SOURCE,R_OFFSHORE_AREA_CODE,SOURCE
732,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_ONTOGENY_TYPE,ROW_QUALITY
733,R_SOURCE,SOURCE,R_PALEO_TYPE_FOSSIL,SOURCE
734,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PAY_RATE_TYPE,ROW_QUALITY
735,R_PDEN_STATUS_TYPE,PDEN_STATUS_TYPE,R_PDEN_STATUS,PDEN_STATUS_TYPE
736,R_SOURCE,SOURCE,R_PDEN_STATUS_TYPE,SOURCE
737,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PICK_QUALITY,ROW_QUALITY
738,R_SOURCE,SOURCE,R_PICK_QUALITY,SOURCE
739,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PLATFORM_TYPE,ROW_QUALITY
740,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_POOL_STATUS,ROW_QUALITY
741,R_SOURCE,SOURCE,R_POOL_STATUS,SOURCE
742,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_DATA_TYPE,ROW_QUALITY
743,R_SOURCE,SOURCE,R_PPDM_INDEX_CATEGORY,SOURCE
744,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_PPDM_MAP_RULE_TYPE,PROPERTY_SET_ID
745,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_METRIC_CODE,ROW_QUALITY
746,R_SOURCE,SOURCE,R_PPDM_METRIC_COMP_TYPE,SOURCE
747,R_SOURCE,SOURCE,R_PPDM_METRIC_REF_VALUE,SOURCE
748,R_SOURCE,SOURCE,R_PPDM_METRIC_TYPE,SOURCE
749,R_SOURCE,SOURCE,R_PPDM_OBJECT_STATUS,SOURCE
750,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_OWNER_ROLE,ROW_QUALITY
751,R_SOURCE,SOURCE,R_PPDM_QC_TYPE,SOURCE
752,R_SOURCE,SOURCE,R_PPDM_RDBMS,SOURCE
753,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_ROW_QUALITY,ROW_QUALITY
754,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_RULE_CLASS,ROW_QUALITY
755,R_SOURCE,SOURCE,R_PPDM_RULE_CLASS,SOURCE
756,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_PPDM_RULE_DETAIL_TYPE,PROPERTY_SET_ID
757,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_RULE_XREF_COND,ROW_QUALITY
758,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_RULE_XREF_TYPE,ROW_QUALITY
759,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PPDM_UOM_ALIAS_TYPE,ROW_QUALITY
760,R_SOURCE,SOURCE,R_PROD_STRING_STATUS,SOURCE
761,R_SOURCE,SOURCE,R_PROD_STRING_TYPE,SOURCE
762,R_PROD_STR_FM_STAT_TYPE,STATUS_TYPE,R_PROD_STR_FM_STATUS,STATUS_TYPE
763,R_SOURCE,SOURCE,R_PROJECTION_TYPE,SOURCE
764,R_SOURCE,SOURCE,R_PROJECT_ALIAS_TYPE,SOURCE
765,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROJECT_BA_ROLE,ROW_QUALITY
766,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROJECT_COMP_REASON,ROW_QUALITY
767,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROJ_STEP_TYPE,ROW_QUALITY
768,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROJ_STEP_XREF_TYPE,ROW_QUALITY
769,R_SOURCE,SOURCE,R_PROPPANT_TYPE,SOURCE
770,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_PROPPANT_TYPE,ROW_QUALITY
771,R_SOURCE,SOURCE,R_PUBLICATION_NAME,SOURCE
772,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RATE_SCHED_XREF,ROW_QUALITY
773,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RATE_TYPE,ROW_QUALITY
774,R_SOURCE,SOURCE,R_REPEAT_STRAT_TYPE,SOURCE
775,R_SOURCE,SOURCE,R_RESENT_REV_CAT,SOURCE
776,R_SOURCE,SOURCE,R_REST_REMARK,SOURCE
777,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_REST_TYPE,ROW_QUALITY
778,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RETENTION_PERIOD,ROW_QUALITY
779,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_BLOWOUT_PREVENTER,ROW_QUALITY
780,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RIG_MAST,ROW_QUALITY
781,R_SOURCE,SOURCE,R_RIG_PUMP_FUNCTION,SOURCE
782,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RMII_DEFICIENCY,ROW_QUALITY
783,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_RMII_METADATA_TYPE,PROPERTY_SET_ID
784,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_RMII_STATUS,ROW_QUALITY
785,R_RMII_STATUS_TYPE,STATUS_TYPE,R_RMII_STATUS,STATUS_TYPE
786,R_SOURCE,SOURCE,R_ROYALTY_TYPE,SOURCE
787,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SALINITY_TYPE,ROW_QUALITY
788,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEISMIC_PATH,ROW_QUALITY
789,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_BIN_METHOD,ROW_QUALITY
790,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_ENERGY_TYPE,ROW_QUALITY
791,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_INSP_COMPONENT_TYPE,ROW_QUALITY
792,R_SOURCE,SOURCE,R_SEIS_INSP_COMPONENT_TYPE,SOURCE
793,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_LIC_COND_CODE,ROW_QUALITY
794,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_PARM_ORIGIN,ROW_QUALITY
795,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_PROC_COMP_TYPE,ROW_QUALITY
796,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SEIS_RCRD_MAKE,ROW_QUALITY
797,R_SOURCE,SOURCE,R_SEIS_REF_NUM_TYPE,SOURCE
798,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_DOCK_TYPE,ROW_QUALITY
799,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_ROAD_TYPE,ROW_QUALITY
800,R_SOURCE,SOURCE,R_SF_ROAD_TYPE,SOURCE
801,R_SOURCE,SOURCE,R_SF_TOWER_TYPE,SOURCE
802,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_VESSEL_ROLE,ROW_QUALITY
803,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_SF_VESSEL_TYPE,ROW_QUALITY
804,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STORE_STATUS,ROW_QUALITY
805,R_SOURCE,SOURCE,R_STRAT_ACQTN_METHOD,SOURCE
806,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STRAT_COL_XREF_TYPE,ROW_QUALITY
807,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_STRAT_EQUIV_DIRECT,ROW_QUALITY
808,R_SOURCE,SOURCE,R_STRAT_TOPO_RELATION,SOURCE
809,R_SOURCE,SOURCE,R_STREAMER_COMP,SOURCE
810,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_TIMEZONE,ROW_QUALITY
811,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_TRACE_HEADER_WORD,ROW_QUALITY
812,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_VESSEL_REFERENCE,ROW_QUALITY
813,R_SOURCE,SOURCE,R_WASTE_FACILITY_TYPE,SOURCE
814,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WASTE_MATERIAL,ROW_QUALITY
815,PPDM_UNIT_OF_MEASURE,UOM_ID,R_WASTE_MATERIAL,PREFERRED_UOM
816,R_SOURCE,SOURCE,R_WATER_CONDITION,SOURCE
817,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WEATHER_CONDITION,ROW_QUALITY
818,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_CLASS,ROW_QUALITY
819,R_SOURCE,SOURCE,R_WELL_DATUM_TYPE,SOURCE
820,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_DRILL_OP_TYPE,ROW_QUALITY
821,R_SOURCE,SOURCE,R_WELL_DRILL_OP_TYPE,SOURCE
822,PPDM_PROPERTY_SET,PROPERTY_SET_ID,R_WELL_LIC_COND,PROPERTY_SET_ID
823,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_LIC_VIOL_TYPE,ROW_QUALITY
824,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_NODE_PICK_METHOD,ROW_QUALITY
825,R_SOURCE,SOURCE,R_WELL_QUALIFIC_TYPE,SOURCE
826,R_SOURCE,SOURCE,R_WELL_STATUS,SOURCE
827,R_WELL_STATUS_TYPE,STATUS_TYPE,R_WELL_STATUS,STATUS_TYPE
828,R_SOURCE,SOURCE,R_WELL_XREF_TYPE,SOURCE
829,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WELL_ZONE_INT_VALUE,ROW_QUALITY
830,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WO_CONDITION,ROW_QUALITY
831,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WO_INSTRUCTION,ROW_QUALITY
832,R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_WO_XREF_TYPE,ROW_QUALITY
833,R_SOURCE,SOURCE,R_APPLIC_DECISION,SOURCE
834,R_SOURCE,SOURCE,R_APPLIC_DESC,SOURCE
835,R_SOURCE,SOURCE,R_APPLIC_STATUS,SOURCE
