TABLE_NAME,COLUMN_NAME,SOURCETABLENAME,SOURCECOLUMNNAME
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONSENT_COMP_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONSENT_REMARK,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONSENT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_CONSULT_ISSUE_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONTAMINANT_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONTEST_PARTY_ROLE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONT_PROV_XREF_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_CONT_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CONT_VOTE_RESPONSE,ROW_QUALITY
R_SOURCE,SOURCE,R_COORD_SYSTEM_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_CORE_SAMPLE_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_CORE_TYPE,SOURCE
R_SOURCE,SOURCE,R_CREATOR_TYPE,SOURCE
R_SOURCE,SOURCE,R_CUSHION_TYPE,SOURCE
R_SOURCE,SOURCE,R_DATA_CIRC_STATUS,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DATE_FORMAT_TYPE,ROW_QUALITY
R_SOURCE,SOURCE,R_DECLINE_COND_CODE,SOURCE
R_SOURCE,SOURCE,R_DECLINE_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DIR_SRVY_COMPUTE,ROW_QUALITY
R_SOURCE,SOURCE,R_DIR_SRVY_COMPUTE,SOURCE
R_SOURCE,SOURCE,R_DOCUMENT_TYPE,SOURCE
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DRILLING_MEDIA,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DRILL_BIT_DETAIL_CODE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DRILL_BIT_JET_TYPE,ROW_QUALITY
R_PPDM_ROW_QUALITY,ROW_QUALITY_ID,R_DRILL_BIT_TYPE,ROW_QUALITY
